"ID","prompt","response","set","lab","rater1","rater2","rater3","rater4"
49,"brouette","Une poussette",11,6,1,1,1,NA
49,"brouette","Une voiture pour enfant",11,6,2,1,3,NA
49,"ceinture","Attacher un chien laisse",10,6,3,1,2,NA
49,"ceinture","Faire de la musique claquement",10,6,4,3,3,NA
49,"ceinture","Jouer aux indiens et cow-boys pour des enfants et s'en servir pour attacher les prisonniers",11,6,2,4,3,NA
49,"ceinture","S'en servir comme lasso",11,6,1,1,2,NA
49,"ceinture","Utiliser la ceinture pour maintenir un rideau fermé",11,6,5,2,4,NA
49,"couteau","faire de la musique avec",8,4,5,5,2,4
49,"couteau","faire peur à un proche",8,4,1,1,1,1
49,"couteau","faire une sculpture en bois",8,4,2,2,3,2
49,"couteau","graver une table",8,4,2,2,3,2
49,"couteau","l'enterrer dans le jardin",8,4,2,1,1,1
49,"couteau","le maintenir en équilibre sur un doigt",8,4,4,2,1,2
49,"couteau","le vendre aux enchères",8,4,2,1,2,2
49,"couteau","manger de la viande",8,4,1,1,1,1
49,"couteau","tailler un couteau en bois",8,4,1,2,3,1
49,"pneu","construire un bateau",8,4,4,4,3,4
49,"pneu","fabriquer un pot de fleur",8,4,4,2,3,3
49,"pneu","faire un feu",8,4,4,2,3,2
49,"pneu","faire une semelle de chaussure",8,4,4,4,3,4
49,"pneu","musculation",8,4,2,2,2,3
49,"pneu","rebondir dessus",8,4,3,3,2,3
49,"pneu","réparer sa voiture",8,4,1,1,2,1
49,"pneu","taper dedans",8,4,3,4,2,2
50,"bouteille","décoration",8,4,3,2,2,2
50,"bouteille","expérience scientifique (pression)",8,4,5,4,3,3
50,"bouteille","explosifs dedans",8,4,2,3,3,2
50,"bouteille","filtre photographique",8,4,4,4,3,5
50,"bouteille","filtre sonore",8,4,3,3,3,4
50,"bouteille","musique",8,4,3,2,2,3
50,"bouteille","rouler avec",8,4,2,4,3,3
50,"brouette","Attaché à un moteur : scooter",11,6,2,5,3,NA
50,"brouette","Baignoire",11,6,2,1,1,NA
50,"brouette","Caddie",11,6,1,1,1,NA
50,"brouette","Lit pour bébé",11,6,1,1,1,NA
50,"brouette","Panier pour chien",11,6,2,2,2,NA
50,"brouette","Plongeoir",11,6,5,4,4,NA
50,"brouette","Poubelle",11,6,3,1,1,NA
50,"brouette","Poussette",11,6,1,1,1,NA
50,"brouette","Siège auto",11,6,2,1,2,NA
50,"brouette","Toboggan si retournée",11,6,5,4,4,NA
50,"brouette","Valise quand on voyage",11,6,4,1,2,NA
50,"brouette",NA,10,6,NA,NA,NA,NA
50,"ceinture","Bracelet",11,6,2,1,1,NA
50,"ceinture","Ceinture dans une voiture",11,6,1,1,1,NA
50,"ceinture","Collier",11,6,1,1,1,NA
50,"ceinture","Corde à sauter",11,6,1,1,1,NA
50,"ceinture","Cravache pour un cheval",11,6,3,3,2,NA
50,"ceinture","Fouet",11,6,1,1,1,NA
50,"ceinture","Lacets",11,6,2,1,2,NA
50,"ceinture","Laisse",11,6,1,1,1,NA
50,"ceinture","Lasso",11,6,1,1,2,NA
50,"ceinture","Paille",11,6,3,4,3,NA
50,"ceinture","Serre-tête",11,6,2,1,2,NA
50,"ceinture",NA,10,6,NA,NA,NA,NA
50,"couteau","jeux dangereux entre les doigts",8,4,3,3,1,2
50,"couteau","mettre au four pour voir ce que ça fait",8,4,2,1,1,2
50,"couteau","suspendre au plafond au bout d'un fil dans une salle avec plein de ballons et beaucoup de vent",8,4,4,2,2,3
50,"pneu","animal dans un pneu",8,4,3,3,2,2
50,"pneu","film animé avec pneu",8,4,4,1,2,4
50,"pneu","obstacles en feu",8,4,4,2,3,3
51,"bouteille","de porte-bougie",8,4,4,2,2,2
51,"bouteille","on peut l'utiliser comme arme",8,4,2,2,2,2
51,"bouteille","on peut l'utiliser pour récupérer l'eau d'une fuite",8,4,1,2,3,2
51,"bouteille","on peut s'en servir de vase",8,4,2,2,2,2
51,"brouette","Bac à glace pour des boissons",11,6,1,2,3,NA
51,"brouette","Baignoire",11,6,2,1,1,NA
51,"brouette","Bus",10,6,3,5,2,NA
51,"brouette","Course",10,6,1,1,1,NA
51,"brouette","Mini-potager",11,6,1,1,2,NA
51,"brouette","Pot de fleur",10,6,3,1,1,NA
51,"brouette","Rangement",11,6,3,1,1,NA
51,"brouette","Remorque pour deux roues",11,6,3,2,3,NA
51,"brouette","Réserve de punch",10,6,3,5,4,NA
51,"brouette","Vache",10,6,NA,NA,NA,NA
51,"ceinture","Accrocher deux choses ensembles",11,6,3,1,1,NA
51,"ceinture","Barrière",10,6,3,4,3,NA
51,"ceinture","Comme anse de sac",11,6,2,2,1,NA
51,"ceinture","Drapeau",10,6,3,5,4,NA
51,"ceinture","On peut l'utiliser comme sangle pour accrocher à un arbre par exemple",11,6,3,3,3,NA
51,"ceinture","Serre tête",10,6,3,1,2,NA
51,"ceinture","Utiliser pour accrocher nos cheveux, comme bandeau",11,6,2,2,2,NA
51,"couteau","on peut l'utiliser pour faire levier pour avoir plus de force",8,4,3,3,3,3
51,"couteau","on peut l'utiliser pour visser",8,4,2,2,3,2
51,"couteau","on peut se servir du manche comme mortier",8,4,4,3,2,3
51,"pneu","balançoire",8,4,3,2,2,2
51,"pneu","on peut les découper et faire des semelles de chaussures.",8,4,4,4,3,4
51,"pneu","on peut s'en servir pour garder une porte ouverte",8,4,3,4,3,4
51,"pneu","peut servir de siège",8,4,2,2,3,2
52,"bouteille","arme",8,4,2,2,2,2
52,"bouteille","bijoux",8,4,4,4,3,3
52,"bouteille","bowling",8,4,4,4,2,3
52,"bouteille","cale de table",8,4,5,4,3,4
52,"bouteille","chamboule tout",8,4,3,4,2,3
52,"bouteille","comme pied de chaise",8,4,4,4,4,4
52,"bouteille","decoration",8,4,3,2,2,2
52,"bouteille","La casser",8,4,1,1,1,2
52,"bouteille","maison d'insectes",8,4,4,3,3,3
52,"bouteille","porte manteau",8,4,4,4,5,4
52,"bouteille","projectile",8,4,2,2,2,2
52,"bouteille","rangement (vide poche)",8,4,3,2,4,2
52,"bouteille","recipient",8,4,1,2,2,2
52,"bouteille","rouler dessus pour faire des figures acrobatiques",8,4,5,4,2,4
52,"bouteille","s'en servir comme oreiller",8,4,2,4,2,4
52,"bouteille","siffler dedans",8,4,4,2,2,3
52,"bouteille","vase",8,4,2,2,2,2
52,"brouette","Bac",10,6,1,1,1,NA
52,"brouette","Comme une piscine on se met dedans et on se baigne",11,6,2,1,2,NA
52,"brouette","Détruire l'herbe dans le jardin du voisin",11,6,5,1,4,NA
52,"brouette","Ecraser quelqu'un",11,6,3,4,3,NA
52,"brouette","Lit bébé",10,6,3,2,2,NA
52,"brouette","Luge",10,6,3,4,3,NA
52,"brouette","Mettre un bébé dessous pour ne plus l'entendre crier et pleurer",11,6,2,4,5,NA
52,"brouette","Moyen de locomotion",10,6,1,1,1,NA
52,"brouette","Poussette",10,6,2,1,2,NA
52,"brouette","Range chaussures",10,6,3,1,3,NA
52,"brouette","Remorque",10,6,1,1,3,NA
52,"brouette","Se cacher dedans",11,6,3,1,2,NA
52,"brouette","Transporter quelqu'un",11,6,1,1,1,NA
52,"brouette","Transporter son chien",11,6,1,1,2,NA
52,"brouette","Transporter un frigo",11,6,1,2,3,NA
52,"ceinture","Attraper un objet au loin (un peu comme un lasso)",11,6,2,4,2,NA
52,"ceinture","Comme un projectile pour appeler quelqu'un",11,6,1,3,3,NA
52,"ceinture","Corde",10,6,2,1,1,NA
52,"ceinture","Etrangler quelqu'un",11,6,4,4,2,NA
52,"ceinture","Lasso",10,6,2,1,2,NA
52,"ceinture","Pour boire de l'eau sans toucher à l'évier",11,6,4,4,4,NA
52,"ceinture","Pour cacher ses parties intimes si on est pas habillé",11,6,5,5,4,NA
52,"ceinture","Pour se bander les yeux",11,6,3,1,3,NA
52,"ceinture","Pour une utilisation sexuelle",11,6,5,4,3,NA
52,"ceinture","Taper quelqu'un",11,6,2,2,1,NA
52,"couteau","arme",8,4,1,1,2,2
52,"couteau","baguette de chef d'orchestre",8,4,4,4,3,4
52,"couteau","Boucle d'oreille",8,4,4,4,2,4
52,"couteau","ciseaux",8,4,2,2,2,2
52,"couteau","crayon pour écrire ou dessiner",8,4,4,2,2,3
52,"couteau","cuillère",8,4,2,2,2,2
52,"couteau","hache pour couper un arbre",8,4,2,2,2,2
52,"couteau","jeu de flechettes",8,4,3,3,2,2
52,"couteau","jouet pour animal",8,4,5,3,2,3
52,"couteau","jouet pour enfant",8,4,3,3,1,3
52,"couteau","levier",8,4,2,4,3,3
52,"couteau","lime à ongle",8,4,4,2,2,2
52,"couteau","ou autre bijoux",8,4,4,4,1,3
52,"couteau","peigne / brosse",8,4,4,4,3,4
52,"couteau","poignée de porte d'entrée",8,4,3,3,2,5
52,"couteau","porte manteau",8,4,3,4,1,4
52,"pneu","en decoration",8,4,3,3,2,2
52,"pneu","jouet d'animal",8,4,3,3,2,4
52,"pneu","pour bloquer un passage ou un chemin",8,4,2,3,4,2
52,"pneu","pour casser un obstacle",8,4,3,2,2,3
52,"pneu","pour commencer un incendie",8,4,2,2,4,2
52,"pneu","pour construire une maison",8,4,4,4,3,4
52,"pneu","pour détruire d'autres objets",8,4,2,3,2,2
52,"pneu","pour dormir",8,4,3,3,3,3
52,"pneu","pour écraser un animal",8,4,2,1,1,2
52,"pneu","pour faire des courses de vitesse",8,4,1,3,1,2
52,"pneu","pour frapper ou blesser quelqu'un",8,4,2,3,2,3
52,"pneu","pour jouer",8,4,3,3,2,2
52,"pneu","pour le découper",8,4,3,2,2,2
52,"pneu","pour le trouer",8,4,1,1,1,1
52,"pneu","pour masser",8,4,3,5,2,4
52,"pneu","pour s'asseoir",8,4,4,3,3,2
52,"pneu","pour s'en servir de chapeau",8,4,4,4,2,3
52,"pneu","pour s'habiller",8,4,5,4,1,4
52,"pneu","pour se cacher",8,4,3,4,3,2
52,"pneu","pour se le lancer comme une balle",8,4,3,3,2,3
52,"pneu","pour se maquiller",8,4,3,3,1,3
52,"pneu","pour se mettre dedans",8,4,3,3,3,2
52,"pneu","pour tuer quelqu'un",8,4,2,3,2,3
53,"bouteille","arme",8,4,2,2,2,2
53,"bouteille","haltères",8,4,3,2,2,3
53,"bouteille","instrument de musique",8,4,3,2,2,3
53,"bouteille","ou plateformes de table",8,4,4,4,3,3
53,"bouteille","plateformes de chaussure",8,4,4,4,4,4
53,"bouteille","porte-bougie",8,4,5,2,2,2
53,"bouteille","sextoy",8,4,5,3,3,4
53,"brouette","Décoration jardin",10,6,2,1,1,NA
53,"brouette","Faire ses courses",10,6,1,1,1,NA
53,"brouette","La jeter contre quelqu'un afin de le tuer",11,6,3,3,3,NA
53,"brouette","Remplacer sa voiture par une brouette, ça permet à celui qui pousse de faire du sport",11,6,1,4,2,NA
53,"brouette","S'en servir de chapeau",11,6,4,3,2,NA
53,"brouette","S'en servir de poussette",11,6,1,3,1,NA
53,"brouette","Se cacher dessous",11,6,3,1,2,NA
53,"ceinture","Attacher quelqu'un à une chaise avec",11,6,2,2,2,NA
53,"ceinture","Attraper quelque chose de loin de soi en la lançant",11,6,2,4,3,NA
53,"ceinture","Fouet",10,6,1,1,1,NA
53,"ceinture","Lanière de sac",10,6,1,1,1,NA
53,"ceinture","Rênes de cheval (jeux d'enfants)",10,6,2,3,4,NA
53,"ceinture","S'en servir de ramasse-miettes",11,6,5,4,4,NA
53,"ceinture","Servir de levier pour ouvrir une boîte",11,6,5,2,3,NA
53,"ceinture","Taper quelqu'un avec",11,6,2,2,1,NA
53,"couteau","instrument de musique",8,4,5,5,2,4
53,"couteau","réflecteur de lumière",8,4,5,5,3,4
53,"pneu","Bouée",8,4,2,2,3,2
53,"pneu","bowling",8,4,3,3,1,3
53,"pneu","cerceau",8,4,2,3,2,2
53,"pneu","lest",8,4,2,4,4,2
53,"pneu","traceur de cercles",8,4,4,5,2,4
54,"bouteille","objet de jonglage",8,4,4,3,3,3
54,"bouteille","peut faire office de ballon (on peut se la lancer à la main ou au pied)",8,4,4,4,2,4
54,"bouteille","peut remplacer une balle dans un jeu si elle est écrasée en boule",8,4,3,4,2,4
54,"bouteille","peut servir à mieux entendre les sons (lorsqu'elle est collée à un mur)",8,4,4,5,3,3
54,"bouteille","peut servir de contenaire pour différentes textures",8,4,1,2,2,2
54,"bouteille","pour boire",8,4,1,1,1,1
54,"bouteille","pour faire d cela musique (avec un fond d'eau au fond)",8,4,3,2,3,3
54,"brouette","Caddie pour les courses",11,6,1,2,1,NA
54,"brouette","Pelle",11,6,3,2,3,NA
54,"brouette","Pot de fleur",11,6,1,1,1,NA
54,"brouette","Stockage de jouets (le temps de tout ramasser et tout ranger)",11,6,3,3,3,NA
54,"brouette","Transport d'enfant",11,6,1,1,1,NA
54,"brouette",NA,10,6,NA,NA,NA,NA
54,"ceinture","bretelle",10,6,2,1,1,NA
54,"ceinture","Chouchou pour les cheveux",11,6,2,3,2,NA
54,"ceinture","Corde à sauter",11,6,1,1,1,NA
54,"ceinture","Fouet",11,6,1,1,1,NA
54,"ceinture","Garrot",11,6,2,1,1,NA
54,"ceinture","lien",10,6,1,1,1,NA
54,"ceinture","Rênes pour un cheval",11,6,4,2,4,NA
54,"ceinture","Tyrolienne",11,6,4,4,4,NA
54,"ceinture","violences conjugales",10,6,1,5,3,NA
54,"couteau","pour blesser quelqu'un",8,4,1,1,2,1
54,"couteau","pour découper des aliments (cuisine)",8,4,1,1,1,1
54,"couteau","pour dessiner (si on le trempe dans de la peinture)",8,4,4,4,4,3
54,"couteau","pour effrayer les gens",8,4,2,1,2,2
54,"couteau","pour faire du bruit contre un autre objet",8,4,4,4,1,3
54,"couteau","pour ouvrir une porte (a la place d'un tourne vis)",8,4,3,2,3,2
54,"pneu","faire avancer une voiture",8,4,1,1,1,1
54,"pneu","instrument de musique (en le dégonflant d'un coup)",8,4,5,5,2,5
54,"pneu","jeu pour enfant (en se le lançant)",8,4,3,3,2,2
54,"pneu","jongler",8,4,4,4,3,3
54,"pneu","on peut sauter dessus (idée du trampoline)",8,4,3,3,2,3
54,"pneu","peut servir de chaise pour s'asseoir",8,4,3,3,2,2
54,"pneu","utile comme instrument de jonglage ",8,4,4,4,2,3
55,"bouteille","altère",8,4,4,2,2,3
55,"bouteille","arme blanche",8,4,1,2,2,2
55,"bouteille","bouillotte",8,4,5,5,4,3
55,"bouteille","carafe",8,4,2,1,2,1
55,"bouteille","chandelier",8,4,5,2,2,2
55,"bouteille","coussin de plage",8,4,2,4,2,3
55,"bouteille","dcoration",8,4,3,2,4,2
55,"bouteille","glacière",8,4,2,4,2,4
55,"bouteille","gourde",8,4,1,1,2,1
55,"bouteille","jeu de la bouteille",8,4,2,4,2,2
55,"bouteille","jouet pour chien",8,4,5,4,2,3
55,"bouteille","pot à crayon",8,4,4,3,2,2
55,"bouteille","vase",8,4,3,2,2,2
55,"brouette","Abri de cabane",11,6,2,2,2,NA
55,"brouette","Balançoire",11,6,3,2,3,NA
55,"brouette","Caddie pour faire ses courses",11,6,1,2,1,NA
55,"brouette","Course",10,6,1,1,1,NA
55,"brouette","Dormir",10,6,2,3,2,NA
55,"brouette","Jouer",10,6,1,1,1,NA
55,"brouette","Manger",10,6,2,1,1,NA
55,"brouette","Niche de chien",11,6,4,2,3,NA
55,"brouette","Petite piscine",11,6,2,1,2,NA
55,"brouette","Poids pour se muscler",11,6,3,3,3,NA
55,"brouette","Poussette pour bébé",11,6,1,1,1,NA
55,"ceinture","Bandeau",11,6,3,2,1,NA
55,"ceinture","Corde (s'attacher les pieds pour une course)",11,6,1,2,3,NA
55,"ceinture","Corde à sauter",11,6,1,1,1,NA
55,"ceinture","Lasso",11,6,1,1,2,NA
55,"ceinture","Mètre (pour mesurer)",11,6,3,3,2,NA
55,"ceinture","Poutre (équilibre)",11,6,4,2,3,NA
55,"ceinture",NA,10,6,NA,NA,NA,NA
55,"couteau","cale porte",8,4,4,3,3,4
55,"couteau","outil pour graver",8,4,2,2,3,2
55,"couteau","outils de pêche",8,4,4,2,3,3
55,"couteau","ouvre boite",8,4,2,1,3,2
55,"couteau","pelle de plage",8,4,2,4,2,3
55,"couteau","règle",8,4,4,4,3,4
55,"couteau","tournevis",8,4,3,2,2,3
55,"pneu","amortisseur",8,4,2,2,3,2
55,"pneu","bouée",8,4,2,2,3,2
55,"pneu","fauteuil",8,4,3,3,2,3
55,"pneu","jouet pour enfant",8,4,3,3,2,2
55,"pneu","matériel de crossfit",8,4,2,3,3,2
55,"pneu","objet de decoration",8,4,3,3,2,2
55,"pneu","poids",8,4,2,2,4,2
55,"pneu","table",8,4,4,3,3,3
56,"bouteille","arme contre la police",8,4,2,2,2,2
56,"bouteille","faire de la musique en soufflant",8,4,3,2,2,3
56,"bouteille","longue vue",8,4,5,2,2,4
56,"bouteille","message (bouteille à la mer)",8,4,2,2,2,2
56,"bouteille","rouleau a patisserie",8,4,5,5,3,3
56,"brouette","Bélier",11,6,5,4,3,NA
56,"brouette","bibliothèque dans le salon",10,6,3,5,3,NA
56,"brouette","Cabane pour enfant",11,6,2,1,2,NA
56,"brouette","Décoration d'intérieur originale",11,6,1,2,2,NA
56,"brouette","Dévaler une pente",11,6,1,1,3,NA
56,"brouette","escabeau de fortune",10,6,3,2,3,NA
56,"brouette","Faire ses courses",11,6,1,1,1,NA
56,"brouette","Jardinière",11,6,1,2,2,NA
56,"brouette","Jeu de rôle avec des amis",11,6,2,3,3,NA
56,"brouette","Moyen de transport pour emmener les enfants à l école",10,6,1,1,2,NA
56,"brouette","Piège à animaux",11,6,5,3,3,NA
56,"brouette","pratique aussi pour les adultes pour y déposer son PC",10,6,3,4,4,NA
56,"brouette","saut d obstacle",10,6,3,4,2,NA
56,"brouette","table de nuit",10,6,3,3,2,NA
56,"ceinture","Arme",11,6,3,3,1,NA
56,"ceinture","Corde",11,6,1,1,1,NA
56,"ceinture","Cravate",11,6,4,3,3,NA
56,"ceinture","élastique pour les cheveux frisés",10,6,3,2,2,NA
56,"ceinture","Instrument de mesure pour les maths",10,6,3,2,3,NA
56,"ceinture","laisse pour le chien",10,6,3,1,1,NA
56,"ceinture","lasso",10,6,2,1,2,NA
56,"ceinture","Menottes au lit",11,6,3,4,3,NA
56,"ceinture","Utiliser la boucle de ceinture pour déchirer les emballages/faire des petits trous dans du plastique",11,6,4,4,4,NA
56,"couteau","crocheter une serrure",8,4,4,2,2,3
56,"couteau","curer les ongles",8,4,3,3,4,3
56,"couteau","lancer de couteau",8,4,3,3,2,2
56,"couteau","ouvrir une conserve",8,4,2,2,3,2
56,"couteau","peinture au couteau",8,4,4,4,4,4
56,"pneu","allumer un feu",8,4,2,2,4,2
56,"pneu","bouée de sauvetage",8,4,2,2,3,2
56,"pneu","fabriquer des chaussures avec le matériau",8,4,4,4,3,4
56,"pneu","houla hop",8,4,2,3,2,2
56,"pneu","jeu du cerceau",8,4,2,3,2,2
56,"pneu","torture",8,4,1,2,3,3
57,"bouteille","Contenir un liquide",8,4,1,1,1,1
57,"bouteille","d'arrosoir",8,4,2,2,2,2
57,"bouteille","de mangeoire à oiseaux",8,4,4,4,3,3
57,"bouteille","elles peuvent aussi servir de vase",8,4,2,2,2,2
57,"bouteille","en morceaux le verre des bouteilles peut servir de base pour de la mosaïque",8,4,4,5,4,4
57,"bouteille","faire office d'abat jour",8,4,4,3,2,3
57,"bouteille","les bouteilles en plastiques peuvent être recyclées et se transformer en n'importe quel autre objet",8,4,4,3,4,2
57,"bouteille","peut servir de vase",8,4,3,2,2,2
57,"bouteille","pour conserver du sable",8,4,2,3,2,3
57,"bouteille","une bouteille en verre brisée en plusieurs morceaux et fixée dans du béton cela remplace les clotures en haut des murs d'enceinte",8,4,4,2,4,4
57,"brouette","Caddie",11,6,1,1,1,NA
57,"brouette","Coffre à jouets transportable ( ex jeux extérieurs pétanque ballons filet volley etc.",10,6,1,2,4,NA
57,"brouette","Déambulateur pour bodybuilder",11,6,5,4,5,NA
57,"brouette","Monocycle",11,6,2,3,3,NA
57,"brouette","Piscine pour canard",11,6,2,2,3,NA
57,"brouette","Pot pour plante",10,6,3,1,1,NA
57,"brouette","Pour faire une course de brouettes",11,6,3,2,2,NA
57,"brouette","Rangement livres dans une pièce",10,6,3,1,3,NA
57,"brouette","Rouleau de peinture",11,6,4,2,4,NA
57,"brouette","Tente (petite mais pratique)",11,6,5,3,3,NA
57,"ceinture","Bandana",11,6,3,2,2,NA
57,"ceinture","Bracelet",11,6,2,1,1,NA
57,"ceinture","Collier",11,6,1,1,1,NA
57,"ceinture","Corde à sauter",11,6,1,1,1,NA
57,"ceinture","Décorer",10,6,2,1,1,NA
57,"ceinture","Faire tenir sur Porte bagage vélo",10,6,1,1,2,NA
57,"ceinture","Fermer une valise",10,6,1,1,1,NA
57,"ceinture","Fouet",11,6,1,1,1,NA
57,"ceinture","Hula hoop",11,6,5,4,3,NA
57,"ceinture","Laisse",11,6,1,1,1,NA
57,"ceinture","Lasso",11,6,1,1,2,NA
57,"ceinture","Menottes au lit",11,6,3,4,3,NA
57,"ceinture","Mètre (pour mesurer)",11,6,3,3,2,NA
57,"ceinture","Porte-courses",11,6,2,3,2,NA
57,"ceinture","Porter un carton",10,6,2,1,1,NA
57,"ceinture","Tirer quelque chose de lourd",10,6,2,1,2,NA
57,"couteau","c'est un coquillage comestible que l'on trouve dans la mer de forme longue et incurvée",8,4,4,1,3,1
57,"couteau","Couper les aliments ou étaler",8,4,2,1,2,1
57,"couteau","peut servir d'arme offensive ou défensive à l'encontre de quelqu'un",8,4,1,1,2,1
57,"couteau","sculpter le bois couteau à bois",8,4,2,2,4,2
57,"pneu","fabriquer une balançoire",8,4,3,2,3,2
57,"pneu","fabriquer une cabane ou un habitat plus conséquent ",8,4,4,4,3,4
57,"pneu","fabriquer une jardinière",8,4,3,2,3,3
57,"pneu","faire rouler une voiture",8,4,1,1,1,1
57,"pneu","recycler le plastique pour créer d'autres matières",8,4,4,2,4,2
58,"brouette","Comme moyen de transport (l'attacher derrière un vélo)",11,6,1,2,3,NA
58,"brouette","Comme un lit : petit format",11,6,1,3,2,NA
58,"brouette","Faire une cabane",10,6,3,1,2,NA
58,"brouette","Faire une course",11,6,1,1,2,NA
58,"brouette","Faire une soupe dedans : grand récipient",11,6,1,2,3,NA
58,"brouette","L'utiliser comme table en la retournant",11,6,2,1,2,NA
58,"brouette","L'utiliser comme valise ou pour faire les courses",11,6,1,1,2,NA
58,"brouette","L'utiliser pour prendre un bain dedans",11,6,2,1,2,NA
58,"brouette","un bac à fleurs",10,6,3,1,1,NA
58,"brouette","un potager",10,6,3,1,1,NA
58,"brouette","une sculpture",10,6,3,2,3,NA
58,"ceinture","Accrocher de la décoration au mur",10,6,3,4,2,NA
58,"ceinture","attacher des chaises ensembles",10,6,3,2,1,NA
58,"ceinture","attacher des rideaux",10,6,4,1,3,NA
58,"ceinture","faire une guirlande avec plusieurs ceintures",10,6,3,1,3,NA
58,"ceinture","faire une lanière de sac à main",10,6,1,1,1,NA
58,"ceinture","L'utiliser comme bijou",11,6,1,2,1,NA
58,"ceinture","L'utiliser pour attacher quelque chose",11,6,2,1,1,NA
58,"ceinture","s’en servir comme laisse à un collier",10,6,2,1,1,NA
59,"bouteille","de la musique en les remplissant d'eau à différents niveaux",8,4,4,2,2,3
59,"bouteille","des maracasses",8,4,4,3,2,3
59,"bouteille","du foot",8,4,3,4,1,4
59,"bouteille","un chamboule-tout",8,4,3,4,2,3
59,"bouteille","un entonnoir",8,4,3,3,2,3
59,"bouteille","un pot à crayon",8,4,3,2,2,2
59,"bouteille","un vase",8,4,3,2,2,2
59,"bouteille","une étagère",8,4,4,5,5,4
59,"bouteille","une lampe",8,4,4,2,2,2
59,"brouette","Bac à fleur",10,6,1,1,1,NA
59,"brouette","Fauteuil",10,6,2,1,1,NA
59,"brouette","On pourrait en faire un aquarium",11,6,4,1,2,NA
59,"brouette","On pourrait en faire un barbecue ou un feu de camp",11,6,3,1,3,NA
59,"brouette","On pourrait en faire une grosse marmite pour la cuisine",11,6,3,2,3,NA
59,"brouette","On pourrait l'utiliser comme garde-manger",11,6,3,3,2,NA
59,"brouette","On pourrait l'utiliser pour faire un abri et y mettre des tortues",11,6,3,4,4,NA
59,"brouette","On pourrait la renverser et y mettre une culture de champignons",11,6,1,4,4,NA
59,"brouette","Poulie",10,6,3,1,3,NA
59,"ceinture","Étagère si bien tendue",10,6,2,3,3,NA
59,"ceinture","On pourrait l'utiliser comme un racloir pour se sécher le dos ou sécher un animal",11,6,4,2,4,NA
59,"ceinture","On pourrait l'utiliser pour appliquer de la cire sur des chaussures",11,6,5,4,5,NA
59,"ceinture","On pourrait l'utiliser pour porter des charges lourdes à son épaule",11,6,2,3,3,NA
59,"ceinture","On pourrait l'utiliser pour se masser le dos",11,6,5,4,4,NA
59,"ceinture","Poignée de porte",10,6,3,2,2,NA
59,"ceinture","Suspension lumineuse",10,6,3,1,3,NA
59,"couteau","des baguettes chinoises",8,4,5,3,1,4
59,"couteau","des flechettes",8,4,3,3,2,2
59,"couteau","se couper les ongles",8,4,3,2,1,3
59,"pneu","balançoire",8,4,3,2,2,2
59,"pneu","bouée",8,4,2,2,3,2
59,"pneu","houla hoop",8,4,2,2,2,2
59,"pneu","luge",8,4,4,4,3,4
59,"pneu","parcours de sport",8,4,2,3,3,2
59,"pneu","siège",8,4,3,3,2,3
60,"bouteille","arme par destination (en tesson)",8,4,2,2,3,2
60,"bouteille","element d'une centrifugeuse",8,4,5,3,5,4
60,"bouteille","extraction de bande rectangulaire de plastique pour projet d'art plastique",8,4,3,4,2,4
60,"bouteille","mélange mentos - coca",8,4,3,1,2,2
60,"bouteille","moyen d'obtenir de l'argent graces aux bouteilles en verre consignées en Allemagne",8,4,4,1,3,2
60,"bouteille","récipient pour tout type d'objet une fois que la partie supérieure est sectionnée",8,4,3,2,2,2
60,"bouteille","stockage de liquide",8,4,1,1,2,1
60,"brouette","Comme caddie pour les courses",11,6,1,1,1,NA
60,"brouette","Comme moyen de déplacement (avec quelqu'un qui pousse)",11,6,1,2,1,NA
60,"brouette","Faire des combats de brouette (en se fonçant dessus)",11,6,3,3,4,NA
60,"brouette","Jeu",10,6,1,1,1,NA
60,"brouette","Pour se protéger de la pluie",11,6,4,2,2,NA
60,"brouette","Transport courses",10,6,1,1,1,NA
60,"brouette","Travaux",10,6,1,1,1,NA
60,"brouette","Un pot de fleur",11,6,1,1,1,NA
60,"ceinture","Comme laisse pour attacher le chien",11,6,1,2,2,NA
60,"ceinture","Fouet",10,6,1,1,1,NA
60,"ceinture","Pour attraper quelque chose qui est loin",11,6,2,3,3,NA
60,"ceinture","Pour laisser le pied surélevé quand on a un plâtre",11,6,1,4,4,NA
60,"ceinture","Utilisation dans le BDSM",11,6,3,4,3,NA
60,"couteau","archet pour violon",8,4,5,4,2,4
60,"couteau","arme",8,4,1,1,2,1
60,"couteau","comme tournevis",8,4,3,2,2,3
60,"couteau","couper des cables",8,4,1,1,2,1
60,"couteau","couper du bois",8,4,2,2,1,2
60,"couteau","couper du tissus",8,4,1,2,3,1
60,"couteau","couvert de cuisine",8,4,1,1,1,1
60,"couteau","dépecer en boucherie",8,4,1,1,1,1
60,"couteau","en chirurgie (scalpel)",8,4,4,1,3,2
60,"couteau","ouvre boite",8,4,2,2,3,3
60,"couteau","utilisé comme cuillère",8,4,3,2,2,2
60,"couteau","utilisé comme miroir",8,4,4,5,3,3
60,"pneu","bouée",8,4,2,2,3,2
60,"pneu","element de décoration fixé sur un mur",8,4,4,3,2,2
60,"pneu","le faire rouler depuis le sommet d'un pente",8,4,3,4,2,2
60,"pneu","le faire rouler depuis le sommet d'une pente avec une personne dedans",8,4,4,3,4,3
60,"pneu","le trainer en l'attachant à son corps (musculation)",8,4,2,3,3,2
