"ID","prompt","response","set"
1316,"עיפרון","להקליד באמצעותו במקלדת","hebrew1"
1316,"עיפרון","כלי מדידה","hebrew1"
1513,"עיפרון","ציור","hebrew1"
1513,"עיפרון","שרטוט","hebrew1"
1513,"עיפרון","לאסוף את השיער","hebrew1"
1513,"עיפרון","למלא פסיכומטרי","hebrew1"
1513,"עיפרון","ללמד מישהו לכתוב","hebrew1"
1679,"עיפרון","פלס","hebrew1"
1679,"עיפרון","מטלה לטבעות","hebrew1"
1679,"עיפרון","גירוד בגב","hebrew1"
1679,"עיפרון","בדידים","hebrew1"
1672,"עיפרון","ציור","hebrew1"
1672,"עיפרון","שרטוט","hebrew1"
1802,"עיפרון","סביבון","hebrew1"
1802,"עיפרון","גירוד בגב","hebrew1"
1802,"עיפרון","זריקה למטרה","hebrew1"
1802,"עיפרון","מסמר","hebrew1"
1802,"עיפרון","מברג","hebrew1"
1896,"עיפרון","סרגל","hebrew1"
1896,"עיפרון","מקלון אוזניים","hebrew1"
1896,"עיפרון","אימון בזריזות ידיים","hebrew1"
1649,"עיפרון","ערבוב קפה","hebrew1"
1649,"עיפרון","מחורר","hebrew1"
1649,"עיפרון","סימנייה","hebrew1"
1649,"עיפרון","לחתוך","hebrew1"
1793,"עיפרון","מחורר","hebrew1"
1793,"עיפרון","חומר להדלקת אש","hebrew1"
1793,"עיפרון","חצים למטרה","hebrew1"
1793,"עיפרון","להשתמש כרעל","hebrew1"
1793,"עיפרון","כלי לקטילת ערפדים קטנים","hebrew1"
405,"עיפרון","מנעול בין שתי ידיות של ארון","hebrew1"
405,"עיפרון","לאסוף את השיער","hebrew1"
405,"עיפרון","קיסם","hebrew1"
405,"עיפרון","גירוד בגב","hebrew1"
405,"עיפרון","לשמש כאיפור","hebrew1"
405,"עיפרון","ערבוב קפה","hebrew1"
405,"עיפרון","סרגל","hebrew1"
1898,"עיפרון","כלי נשק","hebrew1"
1898,"עיפרון","סרגל","hebrew1"
1898,"עיפרון","מחורר","hebrew1"
1898,"עיפרון","מקלון אוזניים","hebrew1"
1898,"עיפרון","חומר להדלקת אש","hebrew1"
1640,"עיפרון","להוציא דברים ממקומות קטנים","hebrew1"
1640,"עיפרון","מחק","hebrew1"
1640,"עיפרון","סרגל","hebrew1"
1640,"עיפרון","מברג","hebrew1"
1637,"עיתון","נייר טואלט","hebrew1"
1637,"עיתון","דף לכתוב עליו","hebrew1"
1637,"עיתון","מעטפה","hebrew1"
1637,"עיתון","מגן על דברים שבירים","hebrew1"
1637,"עיתון","מפת שולחן","hebrew1"
1637,"עיתון","לעשות ממנו כדור משחק","hebrew1"
1839,"עיתון","לעטוף חבילה עוברת","hebrew1"
1839,"עיתון","עיסת נייר","hebrew1"
1839,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
1839,"עיתון","ניקוי חלונות","hebrew1"
1839,"עיתון","לעטוף כלים שבירים","hebrew1"
1292,"עיתון","להעיף זבובים","hebrew1"
1292,"עיתון","לגזור ולהשתמש באותיות","hebrew1"
1292,"עיתון","שרשרת לסוכה","hebrew1"
1292,"עיתון","חומר יצירה לפיסול וציור","hebrew1"
1815,"עיתון","עטיפת לדגים","hebrew1"
1815,"עיתון","סמרטוט רצפה","hebrew1"
1815,"עיתון","חומר יצירה לפיסול וציור","hebrew1"
1106,"עיתון","מחברת","hebrew1"
1106,"עיתון","בגד","hebrew1"
1106,"עיתון","תחפושת","hebrew1"
1106,"עיתון","לעטוף חבילה עוברת","hebrew1"
1106,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
1106,"עיתון","כיסוי לשולחן","hebrew1"
1106,"עיתון","תחתית לכוס","hebrew1"
1106,"עיתון","מגן מסך לטלפון","hebrew1"
1106,"עיתון","כפפות","hebrew1"
1610,"עיתון","עיסת נייר","hebrew1"
1610,"עיתון","לעטוף כלים שבירים","hebrew1"
1610,"עיתון","תמונה על הקיר","hebrew1"
1610,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
1610,"עיתון","טפט לקיר","hebrew1"
1610,"עיתון","לקרוא ברכבת ולהימנע משיחה עם זרים","hebrew1"
1647,"עיתון","נייר טואלט","hebrew1"
1647,"עיתון","לעשות קולאז׳","hebrew1"
1647,"עיתון","להחזיק בזה פיצוחים","hebrew1"
1647,"עיתון","איסוף צרכים של חיות מחמד","hebrew1"
765,"עיתון","לשים עליו דברים במקרר","hebrew1"
765,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
765,"עיתון","להעיף זבובים","hebrew1"
1889,"עיתון","עיסת נייר","hebrew1"
1889,"עיתון","שמיכה","hebrew1"
1889,"עיתון","מקל","hebrew1"
1889,"עיתון","לגזור ולהשתמש באותיות","hebrew1"
1892,"עיתון","לעטוף חבילה עוברת","hebrew1"
1892,"עיתון","הסוואה עירונית","hebrew1"
1892,"עיתון","טפט לקיר","hebrew1"
1892,"עיתון","מגרד לגב","hebrew1"
1892,"עיתון","נשק","hebrew1"
1892,"עיתון","ריפוד לכריות","hebrew1"
1892,"עיתון","חומר בידוד","hebrew1"
717,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
717,"עיתון","חומר בעירה","hebrew1"
717,"עיתון","מחבט בייסבול","hebrew1"
717,"עיתון","פריזבי","hebrew1"
717,"עיתון","מפת שולחן","hebrew1"
1631,"עיתון","שמיכה","hebrew1"
1631,"עיתון","לקרוא אותו ולהעביר מידע","hebrew1"
1631,"עיתון","לעשות ממנו כדור משחק","hebrew1"
1631,"עיתון","טפט לקיר","hebrew1"
1631,"עיתון","חולצה","hebrew1"
1631,"עיתון","להכין קונפטי","hebrew1"
1631,"עיתון","לעטוף כלים שבירים","hebrew1"
1904,"עיתון","לעטוף חבילה עוברת","hebrew1"
1904,"עיתון","לעשות קולאז׳","hebrew1"
1904,"עיתון","חומר בעירה","hebrew1"
1902,"עיתון","לעשות קולאז׳","hebrew1"
1902,"עיתון","לעטוף כלים שבירים","hebrew1"
1902,"עיתון","לשים בנעליים שלא ימעכו","hebrew1"
1902,"עיתון","כיסוי לשולחן","hebrew1"
1902,"עיתון","תחתית לכוס","hebrew1"
1902,"עיתון","לגזור ולהשתמש באותיות","hebrew1"
1902,"עיתון","סימניה לספר","hebrew1"
1902,"עיתון","חוצץ בקלסר","hebrew1"
1903,"עיתון","לשים בנעליים שלא ימעכו","hebrew1"
1903,"עיתון","עיסת נייר","hebrew1"
1903,"עיתון","לשבת עליו בחוץ כדי לא לשבת על מקום קר","hebrew1"
1903,"עיתון","להכין מודעה","hebrew1"
1905,"עיתון","להעיף זבובים","hebrew1"
1905,"עיתון","אטימת חור בקיר","hebrew1"
1905,"עיתון","שטיחון לייבוש רגליים אחרי המקלחת","hebrew1"
1905,"עיתון","להסתיר את הפנים תוך מעקב אחרי חשוד ברחוב","hebrew1"
1905,"עיתון","בידוד מחשמל","hebrew1"
1905,"עיתון","שרשרת לסוכה","hebrew1"
1906,"עיתון","להעיף זבובים","hebrew1"
1906,"עיתון","גזירי נייר","hebrew1"
1906,"עיתון","עטיפת לדגים","hebrew1"
1598,"עיתון","להתחיל שריפה","hebrew1"
1816,"עיתון","מניפה","hebrew1"
1816,"עיתון","משקפת","hebrew1"
1816,"עיתון","להשתמש כמגאפון","hebrew1"
1824,"עיתון","לעטוף חבילה עוברת","hebrew1"
1824,"עיתון","עטיפת לדגים","hebrew1"
1824,"עיתון","שרשרת לסוכה","hebrew1"
1824,"עיתון","דפי טיוטה","hebrew1"
1824,"עיתון","לנופף מעל מנגל","hebrew1"
1824,"עיתון","אהיל","hebrew1"
1824,"עיתון","להעיף זבובים","hebrew1"
1824,"עיתון","מפת שולחן","hebrew1"
1824,"עיתון","שמיכה","hebrew1"
1901,"עיתון","חומר בעירה","hebrew1"
1901,"עיתון","אטימת חור בקיר","hebrew1"
1901,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
1901,"עיתון","עיסת נייר","hebrew1"
1901,"עיתון","ניקוי חלונות","hebrew1"
1901,"עיתון","חומר יצירה לפיסול וציור","hebrew1"
1901,"עיתון","לתקוע מתחת לשולחן מתנדנד","hebrew1"
1901,"עיתון","תחפושת","hebrew1"
1901,"עיתון","שמיכה","hebrew1"
1901,"עיתון","להסתיר את הפנים תוך מעקב אחרי חשוד ברחוב","hebrew1"
250,"עיתון","לקרוא חדשות","hebrew1"
250,"עיתון","ניקוי חלונות","hebrew1"
250,"עיתון","עיטוף ירקות לשמירת הטריות","hebrew1"
1686,"עיתון","לקרוא חדשות","hebrew1"
1686,"עיתון","להתחיל שריפה","hebrew1"
1686,"עיתון","להעיף זבובים","hebrew1"
1686,"עיתון","לחנך ילד","hebrew1"
1798,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
1798,"עיתון","לעטוף כלים שבירים","hebrew1"
1798,"עיתון","טפט לקיר","hebrew1"
1798,"עיתון","משחק לחתול","hebrew1"
1895,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
1895,"עיתון","להעיף זבובים","hebrew1"
1895,"עיתון","מניפה","hebrew1"
1895,"עיתון","מעמד לפרחים","hebrew1"
1895,"עיתון","אמצעי איתות לסביבה אם אתה פנוי לשיחה","hebrew1"
1514,"עיתון","לקרוא חדשות","hebrew1"
1514,"עיתון","מחברת","hebrew1"
1514,"עיתון","דף ציור","hebrew1"
1514,"עיתון","דפי טיוטה","hebrew1"
1514,"עיתון","מודעות דרושים / מכרזים / קניית רכב","hebrew1"
1514,"עיתון","לקרוא אותו ולהעביר מידע","hebrew1"
1514,"עיתון","ניקוי חלונות","hebrew1"
1514,"עיתון","לעטוף כלים שבירים","hebrew1"
1812,"עיתון","עיסת נייר","hebrew1"
1812,"עיתון","לעטוף כלים שבירים","hebrew1"
1812,"עיתון","עיטוף ירקות לשמירת הטריות","hebrew1"
1781,"עיתון","לעטוף חבילה עוברת","hebrew1"
1781,"עיתון","עיסת נייר","hebrew1"
1883,"עיתון","כלי איחסון לפסטה","hebrew1"
1883,"עיתון","תחתית לכוס","hebrew1"
1526,"עיתון","תחתית לכוס","hebrew1"
1526,"עיתון","לעטוף חבילה עוברת","hebrew1"
1526,"עיתון","שרשרת לסוכה","hebrew1"
825,"עיתון","בנדנה","hebrew1"
825,"עיתון","פאזל גזירי עיתון","hebrew1"
825,"עיתון","הפחתת לחות במקרר","hebrew1"
825,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
825,"עיתון","חומר יצירה לפיסול וציור","hebrew1"
825,"עיתון","מריחת צבע","hebrew1"
825,"עיתון","לעטוף אבוקדו","hebrew1"
1836,"עיתון","עיסת נייר","hebrew1"
1836,"עיתון","ניקוי חלונות","hebrew1"
1836,"עיתון","לגזור ולהשתמש באותיות","hebrew1"
1836,"עיתון","לעשות ממנו כדור משחק","hebrew1"
1836,"עיתון","דף ציור","hebrew1"
1836,"עיתון","כיסוי לשולחן","hebrew1"
392,"עיתון","לעטוף כלים שבירים","hebrew1"
392,"עיתון","להכין מודעה","hebrew1"
392,"עיתון","ייצוב מכונת הכביסה","hebrew1"
392,"עיתון","וילון","hebrew1"
1652,"עיתון","לעשות ממנו כדור משחק","hebrew1"
1652,"עיתון","עיסת נייר","hebrew1"
1652,"עיתון","ניקוי חלונות","hebrew1"
1652,"עיתון","להעיף זבובים","hebrew1"
1652,"עיתון","להכין קונפטי","hebrew1"
1652,"עיתון","לרפד את רצפת הרכב לאחר שטיפה","hebrew1"
1813,"עיתון","איסוף צרכים של חיות מחמד","hebrew1"
1813,"עיתון","חומר בעירה","hebrew1"
1813,"עיתון","מניפה","hebrew1"
1596,"עיתון","נייר טואלט","hebrew1"
1596,"עיתון","לעטוף חבילה עוברת","hebrew1"
1596,"עיתון","עיסת נייר","hebrew1"
1596,"עיתון","לכסות רצפה כשצובעים קיר","hebrew1"
1596,"עיתון","ניקוי חלונות","hebrew1"
1596,"עיתון","לגזור ולהשתמש באותיות","hebrew1"
1596,"עיתון","לתקוע מתחת לשולחן מתנדנד","hebrew1"
1596,"עיתון","וילון","hebrew1"
412,"עיתון","מפת שולחן","hebrew1"
412,"עיתון","לעטוף חבילה עוברת","hebrew1"
412,"עיתון","מחסה מהגשם","hebrew1"
412,"עיתון","דף לכתוב עליו","hebrew1"
412,"עיתון","תמונה על הקיר","hebrew1"
412,"עיתון","מפית","hebrew1"
412,"עיתון","כלי לפופקורן","hebrew1"
412,"עיתון","ציפית לכרית","hebrew1"
412,"עיתון","חולצה","hebrew1"
412,"עיתון","חצאית","hebrew1"
1673,"עיתון","נייר טואלט","hebrew1"
1673,"עיתון","לעשות ממנו כדור משחק","hebrew1"
1673,"עיתון","להכין מטוס נייר","hebrew1"
1316,"עיתון","וילון","hebrew1"
1316,"עיתון","מגש","hebrew1"
1316,"עיתון","מחסה מהגשם","hebrew1"
1513,"עיתון","גזירי נייר","hebrew1"
1513,"עיתון","מודעות דרושים / מכרזים / קניית רכב","hebrew1"
1513,"עיתון","לפרסם מודעות אבל","hebrew1"
1513,"עיתון","לקרוא חדשות","hebrew1"
1513,"עיתון","לשחק סודוקו","hebrew1"
1679,"עיתון","עיסת נייר","hebrew1"
1679,"עיתון","לעטוף אבוקדו","hebrew1"
1679,"עיתון","אביזר לנעילת נעל","hebrew1"
1679,"עיתון","לתקוע מתחת לשולחן מתנדנד","hebrew1"
1679,"עיתון","להכין ארנק","hebrew1"
1679,"עיתון","איטום של דברים","hebrew1"
1672,"עיתון","לעטוף חבילה עוברת","hebrew1"
1672,"עיתון","ניקוי חלונות","hebrew1"
1672,"עיתון","איסוף צרכים של חיות מחמד","hebrew1"
1672,"עיתון","לקרוא חדשות","hebrew1"
1632,"עיתון","לקרוא חדשות","hebrew1"
1632,"עיתון","לקרוא אותו ולהעביר מידע","hebrew1"
1802,"עיתון","מפת שולחן","hebrew1"
1802,"עיתון","טלסקופ","hebrew1"
1802,"עיתון","מחבט בייסבול","hebrew1"
1802,"עיתון","לקרוא חדשות","hebrew1"
1896,"עיתון","חומר יצירה לפיסול וציור","hebrew1"
1649,"עיתון","מפת שולחן","hebrew1"
1649,"עיתון","טפט לקיר","hebrew1"
1649,"עיתון","חומר בידוד","hebrew1"
1793,"עיתון","להעיף זבובים","hebrew1"
1793,"עיתון","להכין מטוס נייר","hebrew1"
1793,"עיתון","ניקוי חלונות","hebrew1"
1793,"עיתון","בידוד מחשמל","hebrew1"
1793,"עיתון","להתחיל שריפה","hebrew1"
1793,"עיתון","חומר יצירה לפיסול וציור","hebrew1"
405,"עיתון","איסוף צרכים של חיות מחמד","hebrew1"
405,"עיתון","טפט לקיר","hebrew1"
405,"עיתון","ציפית לכרית","hebrew1"
405,"עיתון","גביע גלידה","hebrew1"
405,"עיתון","נייר גלגול לסיגריות","hebrew1"
405,"עיתון","תחתית לכוס","hebrew1"
1898,"עיתון","לעטוף חבילה עוברת","hebrew1"
1898,"עיתון","לגזור ולהשתמש באותיות","hebrew1"
1898,"עיתון","טפט לקיר","hebrew1"
1898,"עיתון","להסתיר חפצים","hebrew1"
1898,"עיתון","מניפה","hebrew1"
1898,"עיתון","לסלול כביש מדפי עיתון","hebrew1"
1640,"עיתון","לעטוף חבילה עוברת","hebrew1"
1640,"עיתון","עיטוף ירקות לשמירת הטריות","hebrew1"
1637,"מברג","פטיש","hebrew1"
1637,"מברג","סכין","hebrew1"
1637,"מברג","את חפירה קטן","hebrew1"
1637,"מברג","חרב קטנה","hebrew1"
1637,"מברג","סרגל","hebrew1"
1637,"מברג","להפריד דברים קשים","hebrew1"
1839,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
1839,"מברג","לפתוח קופסת שימורים","hebrew1"
1839,"מברג","לגרד בגוף","hebrew1"
1839,"מברג","לחורר חור בחגורה","hebrew1"
1839,"מברג","מחרטה","hebrew1"
1292,"מברג","מחזיק לטבעות או תכשיטים","hebrew1"
1292,"מברג","פורץ מנעולים","hebrew1"
1815,"מברג","סכין","hebrew1"
1815,"מברג","לפתוח קופסת שימורים","hebrew1"
1815,"מברג","יתד","hebrew1"
1815,"מברג","מקלון ניקוי אוזניים","hebrew1"
1106,"מברג","חרב קטנה","hebrew1"
1106,"מברג","תכשיט","hebrew1"
1106,"מברג","תליון לשרשרת","hebrew1"
1106,"מברג","כלי נשק","hebrew1"
1106,"מברג","משקולת","hebrew1"
1610,"מברג","מקלון ניקוי אוזניים","hebrew1"
1610,"מברג","לנקות לכלוך בשיניים","hebrew1"
1610,"מברג","לעשות חורים בעוגה יבשה כדי לשים שוקולד נוזלי","hebrew1"
1610,"מברג","לעשות חורים בבינגו","hebrew1"
1647,"מברג","לגרד את הגב","hebrew1"
1647,"מברג","סיכה לשיער","hebrew1"
1647,"מברג","לפתוח בקבוק בירה","hebrew1"
765,"מברג","לדקור","hebrew1"
765,"מברג","את חפירה קטן","hebrew1"
1889,"מברג","פטיש","hebrew1"
1889,"מברג","לפנצ'ר גלגלים","hebrew1"
1889,"מברג","מחרטה","hebrew1"
1892,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
1892,"מברג","כלי נשק","hebrew1"
1892,"מברג","את חפירה קטן","hebrew1"
1892,"מברג","לגרד בגוף","hebrew1"
1892,"מברג","קליעה למטרה","hebrew1"
1892,"מברג","שבירת קרח","hebrew1"
1892,"מברג","סימון באדמה","hebrew1"
717,"מברג","לפתוח בקבוק בירה","hebrew1"
717,"מברג","מחרטה","hebrew1"
717,"מברג","לום קטן","hebrew1"
717,"מברג","לשחק דוקים","hebrew1"
1631,"מברג","לחורר חור בחגורה","hebrew1"
1631,"מברג","כלי נשק","hebrew1"
1631,"מברג","להבריג","hebrew1"
1631,"מברג","לסובב כמו סביבון","hebrew1"
1631,"מברג","תחליף לבקבוק באמת או חובה","hebrew1"
1631,"מברג","לטבול בדיו ולשמש כמו עט","hebrew1"
1904,"מברג","פטיש","hebrew1"
1904,"מברג","מחרטה","hebrew1"
1904,"מברג","כף בחישה","hebrew1"
1902,"מברג","לפתוח בקבוק בירה","hebrew1"
1902,"מברג","מחרטה","hebrew1"
1902,"מברג","מתלה לבגדים","hebrew1"
1902,"מברג","לעשות חורים באדמה כדי לשתול זרעים","hebrew1"
1902,"מברג","ניקיון מסילות של חלון (לשים על המברג סמרטוט)","hebrew1"
1902,"מברג","עמוד לשלט קטן בגינה","hebrew1"
1902,"מברג","שיפוד למנגל","hebrew1"
1903,"מברג","מחזיק לטבעות או תכשיטים","hebrew1"
1903,"מברג","מחרטה","hebrew1"
1903,"מברג","אביזר אחסון לתליית צמידים","hebrew1"
1905,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
1905,"מברג","לחורר את המכסה של הקטשופ","hebrew1"
1905,"מברג","ללחוץ על כפתור קטן","hebrew1"
1906,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
1906,"מברג","לגרד בגוף","hebrew1"
1906,"מברג","ניקיון מסילות של חלון (לשים על המברג סמרטוט)","hebrew1"
1906,"מברג","לערבב מיכל צבע","hebrew1"
1598,"מברג","פטיש","hebrew1"
1598,"מברג","סרגל","hebrew1"
1598,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
1598,"מברג","מקלון ניקוי אוזניים","hebrew1"
1816,"מברג","פטיש","hebrew1"
1816,"מברג","סכין","hebrew1"
1816,"מברג","לטבול בדיו ולשמש כמו עט","hebrew1"
1816,"מברג","סכין","hebrew1"
1816,"מברג","את חפירה קטן","hebrew1"
1816,"מברג","לדקור","hebrew1"
1816,"מברג","מחרטה","hebrew1"
1901,"מברג","את חפירה קטן","hebrew1"
1901,"מברג","כלי נשק","hebrew1"
1901,"מברג","חיבור וניתוק מעגלים חשמליים","hebrew1"
1901,"מברג","צעצוע","hebrew1"
1901,"מברג","מנעול","hebrew1"
1901,"מברג","כלי נגינה על כלי זכוכית","hebrew1"
1901,"מברג","פורץ מנעולים","hebrew1"
250,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
250,"מברג","להבריג","hebrew1"
1686,"מברג","להבריג","hebrew1"
1686,"מברג","לדקור","hebrew1"
1686,"מברג","מעצור לדלת","hebrew1"
1798,"מברג","פלס","hebrew1"
1798,"מברג","סרגל","hebrew1"
1895,"מברג","מקלות תיפוף","hebrew1"
1895,"מברג","לפתוח בקבוק בירה","hebrew1"
1895,"מברג","סיכה לשיער","hebrew1"
1895,"מברג","לגרד בגוף","hebrew1"
1895,"מברג","בדיקת אינסטינקטים של פציינט","hebrew1"
1895,"מברג","תליון לשרשרת","hebrew1"
1514,"מברג","לקדוח בקיר","hebrew1"
1514,"מברג","פטיש","hebrew1"
1514,"מברג","להבריג","hebrew1"
1812,"מברג","שבלונה לציור","hebrew1"
1812,"מברג","לפתוח בקבוק בירה","hebrew1"
1812,"מברג","לפתוח קופסת שימורים","hebrew1"
1812,"מברג","לסחוט פירות","hebrew1"
1781,"מברג","לפתוח בקבוק בירה","hebrew1"
1781,"מברג","לערבב קפה","hebrew1"
1781,"מברג","פטיש","hebrew1"
1883,"מברג","לפתוח מעטפות","hebrew1"
1883,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
1883,"מברג","לנעוץ בעוגה כדי לברר מידת עשייה","hebrew1"
1883,"מברג","סימון באדמה","hebrew1"
1526,"מברג","לפתוח קופסת שימורים","hebrew1"
825,"מברג","סיכה לשיער","hebrew1"
825,"מברג","מעצור לדלת","hebrew1"
825,"מברג","לום קטן","hebrew1"
825,"מברג","שיפוד למנגל","hebrew1"
825,"מברג","כף בחישה","hebrew1"
1836,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
1836,"מברג","לגרד בגוף","hebrew1"
1836,"מברג","מחרטה","hebrew1"
1836,"מברג","מחוגה","hebrew1"
392,"מברג","מפיג שעמום","hebrew1"
1652,"מברג","פטיש","hebrew1"
1652,"מברג","לפתוח קופסת שימורים","hebrew1"
1652,"מברג","מחרטה","hebrew1"
1652,"מברג","להרים משהו מגעיל","hebrew1"
1813,"מברג","מקלון ניקוי אוזניים","hebrew1"
1596,"מברג","פורץ מנעולים","hebrew1"
1596,"מברג","חיבור וניתוק מעגלים חשמליים","hebrew1"
1596,"מברג","לקלף קלמנטינה בלי להתלכלך","hebrew1"
1596,"מברג","לחבר כמה מברגים וליצור שבשבת","hebrew1"
1596,"מברג","מקלות תיפוף","hebrew1"
1596,"מברג","ללחוץ על כפתור קטן","hebrew1"
412,"מברג","לנקות לכלוך בשיניים","hebrew1"
412,"מברג","כף בחישה","hebrew1"
412,"מברג","מקל הליכה לנמלה","hebrew1"
412,"מברג","מקלון ניקוי אוזניים","hebrew1"
412,"מברג","לפתוח בקבוק בירה","hebrew1"
412,"מברג","מקל למריחת אודם","hebrew1"
412,"מברג","צ'ופסטיקס","hebrew1"
1673,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
1673,"מברג","כלי נשק","hebrew1"
1673,"מברג","כף בחישה","hebrew1"
1316,"מברג","סכין","hebrew1"
1316,"מברג","להקליד איתו","hebrew1"
1316,"מברג","לסתום חור","hebrew1"
1513,"מברג","לתלות תמונה על הקיר","hebrew1"
1513,"מברג","להבריג","hebrew1"
1679,"מברג","מתלה לבגדים","hebrew1"
1679,"מברג","סכין","hebrew1"
1679,"מברג","לפתוח בקבוק בירה","hebrew1"
1672,"מברג","להבריג","hebrew1"
1672,"מברג","לנקות איתו סוליית נעליים","hebrew1"
1672,"מברג","להרים משהו מגעיל","hebrew1"
1802,"מברג","לגרד את הגב","hebrew1"
1802,"מברג","לפצוץ בלון","hebrew1"
1802,"מברג","קליעה למטרה","hebrew1"
1802,"מברג","לחורר חור בחגורה","hebrew1"
1896,"מברג","כלי נשק","hebrew1"
1896,"מברג","מקלות תיפוף","hebrew1"
1896,"מברג","לום קטן","hebrew1"
1649,"מברג","מתלה לבגדים","hebrew1"
1793,"מברג","לפתוח קופסת שימורים","hebrew1"
1793,"מברג","סימון באדמה","hebrew1"
1793,"מברג","יתד","hebrew1"
1793,"מברג","חיבור וניתוק מעגלים חשמליים","hebrew1"
1793,"מברג","לפתוח בקבוק בירה","hebrew1"
1793,"מברג","פטיש","hebrew1"
1793,"מברג","איזמל","hebrew1"
405,"מברג","לפתוח בקבוק בירה","hebrew1"
405,"מברג","לטבול בדיו ולשמש כמו עט","hebrew1"
405,"מברג","מעצור לדלת","hebrew1"
405,"מברג","כף בחישה","hebrew1"
405,"מברג","ליפוף חוטים לתפירה סביבו","hebrew1"
1898,"מברג","מתלה לבגדים","hebrew1"
1898,"מברג","כף בחישה","hebrew1"
1898,"מברג","מעצור לדלת","hebrew1"
1640,"מברג","פטיש","hebrew1"
1640,"מברג","אביזר להגיע איתו למקומות צרים","hebrew1"
1640,"מברג","לטבול בדיו ולשמש כמו עט","hebrew1"
1637,"קולב","חותך עוגה","hebrew1"
1637,"קולב","צעצוע לילד","hebrew1"
1637,"קולב","מתלה לתמונות","hebrew1"
1637,"קולב","מסגרת לתמונה","hebrew1"
1839,"קולב","מתלה לתמונות","hebrew1"
1839,"קולב","לגרד איתו בגוף","hebrew1"
1839,"קולב","לפרק אותו ולהשתמש בו כמו חוט ברזל","hebrew1"
1839,"קולב","להגיע למדפים גבוהים","hebrew1"
1839,"קולב","לבנות ממנו דחליל","hebrew1"
1292,"קולב","מחזיק שרשראות ועגילים","hebrew1"
1292,"קולב","להחזיק דלת","hebrew1"
1815,"קולב","מגש פיצה","hebrew1"
1106,"קולב","מחזיק שרשראות ועגילים","hebrew1"
1106,"קולב","קישוט בסלון","hebrew1"
1106,"קולב","מתלה כביסה","hebrew1"
1106,"קולב","לתלות עליו דפים","hebrew1"
1106,"קולב","לתלות עליו משימות","hebrew1"
1610,"קולב","מחזיק שרשראות ועגילים","hebrew1"
1610,"קולב","מחזיק לטלפון","hebrew1"
1610,"קולב","לתלות צמח מטפס","hebrew1"
1610,"קולב","תופס נייר טואלט","hebrew1"
1610,"קולב","בומרנג","hebrew1"
1610,"קולב","חרב","hebrew1"
1647,"קולב","מחזיק שרשראות ועגילים","hebrew1"
765,"קולב","מחבט","hebrew1"
1889,"קולב","מחזיק לטלפון","hebrew1"
1889,"קולב","מיישר דפים","hebrew1"
1889,"קולב","מנקה נעליים","hebrew1"
1889,"קולב","גוף של מנורה","hebrew1"
1889,"קולב","מעמד ללפטופ","hebrew1"
1889,"קולב","מתח","hebrew1"
1892,"קולב","פרוטזה ליד","hebrew1"
1892,"קולב","מתלה לשקיות","hebrew1"
1892,"קולב","מחזיק מובייל","hebrew1"
1892,"קולב","מתח","hebrew1"
1892,"קולב","מתלה תיקים","hebrew1"
717,"קולב","פתיחת סתימות באסלה","hebrew1"
1631,"קולב","קישוט בסלון","hebrew1"
1631,"קולב","קרס לחכה","hebrew1"
1631,"קולב","לתלות בגדים","hebrew1"
1631,"קולב","להכין שרשרת","hebrew1"
1631,"קולב","לשמש כקישוט בסוכה","hebrew1"
1904,"קולב","עת חפירה","hebrew1"
1904,"קולב","מעמד לספרים","hebrew1"
1902,"קולב","קישוט בסלון","hebrew1"
1902,"קולב","לתלות עליו משימות","hebrew1"
1903,"קולב","מחזיק שרשראות ועגילים","hebrew1"
1903,"קולב","משולש (כלי מוזיקה)","hebrew1"
1905,"קולב","פתיחת דלת מבלי לגעת בידית","hebrew1"
1905,"קולב","החזקת מתג לחוץ","hebrew1"
1906,"קולב","לגרד איתו בגוף","hebrew1"
1906,"קולב","פריצת מכוניות","hebrew1"
1598,"קולב","לפרוץ מנעול","hebrew1"
1816,"קולב","מתלה לכלוב ציפורים","hebrew1"
1816,"קולב","מתלה לציור עם צבעי מים","hebrew1"
1816,"קולב","מתלה אדניות","hebrew1"
1824,"קולב","להגיע למדפים גבוהים","hebrew1"
1824,"קולב","מתלה כביסה","hebrew1"
1824,"קולב","לחתוך פיצה","hebrew1"
1824,"קולב","לתלות מנורה","hebrew1"
