"ID","prompt","response","set","lab","response_cleaned","rater1","rater2"
349,"brick","kunst maken",4,3,"kunst",3,3
351,"brick","kunst maken",4,3,"kunst",3,3
375,"brick","kunst",4,3,"kunst",3,3
399,"brick","als kunst",4,3,"kunst",3,3
407,"brick","kunst",4,3,"kunst",3,3
510,"brick","kunst mee maken",4,3,"kunst",3,3
786,"brick","kunst",4,3,"kunst",3,3
433,"brick","Kunst etsen in andere stenen",4,3,"kunst etsen stenen",3,3
320,"brick","om kunst van te vervaardigen",4,3,"kunst vervaardigen",3,3
113,"brick","als kunstobject gebruiken",4,3,"kunstobject",3,3
334,"brick","als kunstobject",4,3,"kunstobject",3,3
376,"brick","als kunstobject",4,3,"kunstobject",3,3
495,"brick","kunstobject",4,3,"kunstobject",3,3
191,"brick","kunstvoorwerp",4,3,"kunstvoorwerp",3,3
316,"brick"," als kunstvoorwerp gebruiken",4,3,"kunstvoorwerp",3,3
603,"brick","kunstvoorwerp",4,3,"kunstvoorwerp",3,3
102,"brick","kunstwerk",4,3,"kunstwerk",3,3
137,"brick","kunstwerk maken",4,3,"kunstwerk",3,3
156,"brick","kunstwerk maken",4,3,"kunstwerk",3,3
157,"brick","gebruiken voor kunstwerk",4,3,"kunstwerk",3,3
170,"brick","Kunstwerk",4,3,"kunstwerk",3,3
175,"brick","kunstwerk ",4,3,"kunstwerk",3,3
190,"brick","kunstwerk",4,3,"kunstwerk",3,3
212,"brick","kunstwerk",4,3,"kunstwerk",3,3
233,"brick","kunstwerk",4,3,"kunstwerk",3,3
235,"brick","kunstwerk van maken ",4,3,"kunstwerk",3,3
294,"brick","kunstwerk",4,3,"kunstwerk",3,3
300,"brick","kunstwerk",4,3,"kunstwerk",3,3
341,"brick","kunstwerk",4,3,"kunstwerk",3,3
361,"brick","kunstwerk",4,3,"kunstwerk",3,3
365,"brick","kunstwerk",4,3,"kunstwerk",3,3
408,"brick","kunstwerk",4,3,"kunstwerk",3,3
411,"brick","een kunstwerk maken",4,3,"kunstwerk",3,3
419,"brick","er een kunstwerk mee maken",4,3,"kunstwerk",3,3
431,"brick","kunstwerk maken",4,3,"kunstwerk",3,3
771,"brick","kunstwerk maken",4,3,"kunstwerk",3,3
774,"brick","kunstwerk",4,3,"kunstwerk",3,3
789,"brick","kunstwerk",4,3,"kunstwerk",3,3
328,"brick","Kunstwerk mee bouwen",4,3,"kunstwerk bouwen",1,3
130,"brick","in kunstwerken gebruiken",4,3,"kunstwerken",3,3
228,"brick","kunstwerken maken",4,3,"kunstwerken",3,3
259,"brick","kunstwerken maken",4,3,"kunstwerken",3,3
361,"brick","kunstwerken maken",4,3,"kunstwerken",3,3
474,"brick","kunstwerken mee bouwen",4,3,"kunstwerken bouwen",1,3
352,"brick","als kussen",4,3,"kussen",4,3
558,"brick","kussen",4,3,"kussen",4,3
681,"brick","Kussen",4,3,"kussen",4,3
741,"brick","kussen",4,3,"kussen",4,3
240,"brick","kussen als je op straat leeft",4,3,"kussen straat leeft",4,2
215,"brick","kwijtraken ",4,3,"kwijtraken",0,3
654,"brick","l\Huizen mee bouwen",4,3,"l huizen bouwen",1,1
237,"brick","ermee lachen",4,3,"lachen",2,3
741,"brick","ermee lachen",4,3,"lachen",2,3
201,"brick","lange vierhoek",4,3,"lange vierhoek",0,0
188,"brick","langwerpig",4,3,"langwerpig",0,0
215,"brick","laten vallen ",4,3,"laten vallen",2,2
513,"brick","laten vallen",4,3,"laten vallen",2,2
690,"brick","een tÌÄå© laten vallen voorwerp",4,3,"laten vallen voorwerp",2,2
263,"brick","*laten zetten",4,3,"laten zetten",2,2
349,"brick","iets laten zinken",4,3,"laten zinken",2,3
570,"brick","iets mee laten zinken",4,3,"laten zinken",2,3
657,"brick","om iets te laten zinken",4,3,"laten zinken",2,3
152,"brick","leggen",4,3,"leggen",2,1
255,"brick","iets op leggen",4,3,"leggen",2,1
468,"brick","op iets leggen zodat het niet weg gaat",4,3,"leggen zodat niet weg gaat",3,2
627,"brick","lego",4,3,"LEGO",4,3
657,"brick","lego blokken",4,3,"LEGO blokken",4,3
409,"brick","leiden",4,3,"leiden",0,3
131,"brick","lelijk",4,3,"lelijk",1,0
154,"brick","lelijk",4,3,"lelijk",1,0
395,"brick"," lelijk",4,3,"lelijk",1,0
325,"brick"," om te leren reddingszwemmen",4,3,"leren reddingszwemmen",4,4
127,"brick","leuning",4,3,"leuning",2,2
237,"brick","ermee leven",4,3,"leven",2,3
284,"brick","lied over schrijven",4,3,"lied schrijven",0,4
741,"brick","liefde geven",4,3,"liefde geven",0,4
600,"brick","mee liften",4,3,"liften",0,4
162,"brick","liggen",4,3,"liggen",2,3
239,"brick","op liggen",4,3,"liggen",2,3
286,"brick","liggen",4,3,"liggen",2,3
380,"brick","op liggen",4,3,"liggen",2,3
681,"brick","Liggen",4,3,"liggen",2,3
585,"brick","lijmen",4,3,"lijmen",0,3
207,"brick","als lijn (afbakeing)",4,3,"lijn",0,2
210,"brick","liniaal",4,3,"liniaal",4,3
531,"brick","lineaall",4,3,"liniaal",4,3
558,"brick","liniaal",4,3,"liniaal",4,3
289,"brick","lomp veilen",4,3,"lomp veilen",3,3
337,"brick","looppad",4,3,"looppad",1,1
205,"brick","gebruiken voor luilak",4,3,"luilak",0,2
218,"brick","lummelen",4,3,"lummelen",0,3
783,"brick","ll\unch",4,3,"lunch",0,3
240,"brick","maat (iets is 1 of 2 bakstenen lang)",4,3,"maat",4,4
231,"brick","Een maatstaaf voor gewicht",4,3,"maatstaf gewicht",2,4
231,"brick","Een maatstaaf voor grootte",4,3,"maatstaf grootte",4,4
246,"brick","machine die cement draait",4,3,"machine cement draait",2,3
537,"brick","makeup tafel",4,3,"Make up tafel",4,3
152,"brick","malen",4,3,"malen",3,2
675,"brick","malen",4,3,"malen",3,2
696,"brick","malen",4,3,"malen",3,2
409,"brick","mannen",4,3,"mannen",0,0
480,"brick","markering",4,3,"markering",3,2
648,"brick","masseren",4,3,"masseren",4,4
681,"brick","Masseren",4,3,"masseren",4,4
125,"brick","materiaal voor kunst",4,3,"materiaal kunst",3,3
373,"brick","meedragen als trainingsgewicht",4,3,"meedragen trainingsgewicht",2,3
412,"brick","meenemen",4,3,"meenemen",2,2
287,"brick","meerdere bakstenen kunnen een tafel vormen",4,3,"meerdere bakstenen tafel vormen",3,3
272,"brick","in meerdere stukken verdelen en er een spel van maken",4,3,"meerdere stukken verdelen spel",3,3
314,"brick","gebruiken als meetlat",4,3,"meetlat",3,4
279,"brick","meetlint",4,3,"meetlint",3,4
540,"brick","Mensen betasten",4,3,"mensen betasten",0,3
324,"brick","Op mensen gooien",4,3,"mensen gooien",3,2
540,"brick","Mensen nabouwen",4,3,"mensen nabouwen",1,3
358,"brick","mensen pijn doen",4,3,"mensen pijn",3,2
289,"brick","meppen",4,3,"meppen",3,2
140,"brick","mes van maken",4,3,"mes",4,3
249,"brick","mes slijpen",4,3,"mes slijpen",4,3
317,"brick","gebruiken om een mes mee te slijpen",4,3,"mes slijpen",4,3
720,"brick","metafoor voor  het socialisme",4,3,"metafoor socialisme",0,4
335,"brick","om iemand op te meten",4,3,"meten",3,4
337,"brick","meten",4,3,"meten",3,4
759,"brick","om mee te meten",4,3,"meten",3,4
409,"brick","metsel",4,3,"metsel",1,1
426,"brick","metsel",4,3,"metsel",1,1
117,"brick","metsel gereedschap",4,3,"metsel gereedschap",1,1
105,"brick","metselaar",4,3,"metselaar",1,1
117,"brick","metselaar",4,3,"metselaar",1,1
113,"brick","mee metselen",4,3,"metselen",1,1
115,"brick","metselen",4,3,"metselen",1,1
118,"brick","metselen",4,3,"metselen",1,1
126,"brick","metselen",4,3,"metselen",1,1
145,"brick","metselen",4,3,"metselen",1,1
146,"brick","metselen",4,3,"metselen",1,1
152,"brick","bemetselen",4,3,"metselen",1,1
156,"brick","metselen",4,3,"metselen",1,1
166,"brick","metselen",4,3,"metselen",1,1
188,"brick","metselen",4,3,"metselen",1,1
189,"brick","metselen",4,3,"metselen",1,1
206,"brick","metselem",4,3,"metselen",1,1
206,"brick","metselen*",4,3,"metselen",1,1
228,"brick","metselen",4,3,"metselen",1,1
239,"brick","metselen",4,3,"metselen",1,1
242,"brick","metselen",4,3,"metselen",1,1
244,"brick","metselen",4,3,"metselen",1,1
269,"brick","metselen",4,3,"metselen",1,1
289,"brick","metselen",4,3,"metselen",1,1
292,"brick","metselen",4,3,"metselen",1,1
313,"brick","metselen",4,3,"metselen",1,1
316,"brick"," metselen",4,3,"metselen",1,1
318,"brick","Metselen",4,3,"metselen",1,1
329,"brick","Metselen",4,3,"metselen",1,1
366,"brick","metselen",4,3,"metselen",1,1
388,"brick","metselen",4,3,"metselen",1,1
391,"brick","metselen",4,3,"metselen",1,1
400,"brick","metselen",4,3,"metselen",1,1
525,"brick","metselen",4,3,"metselen",1,1
552,"brick","metselen",4,3,"metselen",1,1
609,"brick","metselen",4,3,"metselen",1,1
630,"brick","metselen",4,3,"metselen",1,1
648,"brick","mestelen",4,3,"metselen",1,1
648,"brick","metselen",4,3,"metselen",1,1
663,"brick","metselen",4,3,"metselen",1,1
711,"brick","metselen",4,3,"metselen",1,1
729,"brick","metselen",4,3,"metselen",1,1
747,"brick","metselen",4,3,"metselen",1,1
750,"brick","metselen",4,3,"metselen",1,1
753,"brick","metselen",4,3,"metselen",1,1
762,"brick","metselen",4,3,"metselen",1,1
765,"brick","metselen",4,3,"metselen",1,1
125,"brick","meubels maken",4,3,"meubels",3,2
133,"brick"," meubels van maken",4,3,"meubels",3,2
182,"brick","meubels er mee maken",4,3,"meubels",3,2
552,"brick","middeleeuwen",4,3,"middeleeuwen",0,0
266,"brick","door midden breken",4,3,"midden breken",2,2
197,"brick","door midden slaan",4,3,"midden slaan",3,2
480,"brick","Minipilaar",4,3,"minipilaar",3,1
359,"brick","modeitem (supreme bricks)",4,3,"mode item",4,4
265,"brick","modeitem ",4,3,"Mode item",4,4
131,"brick","modern",4,3,"modern",0,0
103,"brick","Moderne kunst onderdeel",4,3,"moderne kunst onderdeel",3,3
305,"brick","moestuin",4,3,"moestuin",0,2
126,"brick","monument",4,3,"monument",4,1
364,"brick","monument",4,3,"monument",4,1
108,"brick"," monumenten",4,3,"monumenten",4,1
235,"brick","mooie vuurplaats bouwen ",4,3,"mooie vuurplaats bouwen",1,2
414,"brick","moord",4,3,"moord",3,2
507,"brick","moord",4,3,"moord",3,2
133,"brick"," moordwapen",4,3,"moordwapen",3,2
140,"brick","moordwapen",4,3,"moordwapen",3,2
144,"brick","moordwapen",4,3,"moordwapen",3,2
191,"brick","moordwapen",4,3,"moordwapen",3,2
241,"brick","moordwapen",4,3,"moordwapen",3,2
264,"brick","moordwapen",4,3,"moordwapen",3,2
265,"brick","moordwapen",4,3,"moordwapen",3,2
344,"brick","moordwapen",4,3,"moordwapen",3,2
359,"brick","Moordwapen",4,3,"moordwapen",3,2
657,"brick","moordwapen",4,3,"moordwapen",3,2
690,"brick","moordwapen",4,3,"moordwapen",3,2
714,"brick","moordwapen",4,3,"moordwapen",3,2
783,"brick","moordwapen",4,3,"moordwapen",3,2
104,"brick","mozaÌøek maken",4,3,"mozaÌøek",4,3
190,"brick","mozaik",4,3,"mozaÌøek",4,3
358,"brick","mosaiek maken",4,3,"mozaÌøek",4,3
382,"brick","mozaÌÄåøek",4,3,"mozaÌøek",4,3
420,"brick"," mozaÌÄåøk",4,3,"mozaÌøek",4,3
248,"brick","muismat",4,3,"muismat",5,4
106,"brick","muren",4,3,"muren",1,1
108,"brick","muren",4,3,"muren",1,1
301,"brick","muren",4,3,"muren",1,1
690,"brick","iets om muren mee te maken",4,3,"muren",1,1
205,"brick","muren bouwen",4,3,"muren bouwen",1,1
283,"brick","muren bouwen",4,3,"muren bouwen",1,1
377,"brick","muren bouwen",4,3,"muren bouwen",1,1
433,"brick","muren bouwen",4,3,"muren bouwen",1,1
474,"brick","muren bouwen",4,3,"muren bouwen",1,1
693,"brick","muren bouwen",4,3,"muren bouwen",1,1
290,"brick","muren kapotmaken",4,3,"muren kapotmaken",1,2
105,"brick","muur",4,3,"muur",1,1
107,"brick","muur",4,3,"muur",1,1
109,"brick","muur",4,3,"muur",1,1
115,"brick","muur",4,3,"muur",1,1
120,"brick","muur",4,3,"muur",1,1
121,"brick","muur",4,3,"muur",1,1
124,"brick","muur",4,3,"muur",1,1
126,"brick","muur",4,3,"muur",1,1
128,"brick","Muur",4,3,"muur",1,1
132,"brick","muur",4,3,"muur",1,1
141,"brick","muur",4,3,"muur",1,1
142,"brick","muur",4,3,"muur",1,1
144,"brick","muur",4,3,"muur",1,1
148,"brick","muur",4,3,"muur",1,1
152,"brick","muur",4,3,"muur",1,1
153,"brick","muur",4,3,"muur",1,1
154,"brick","muur",4,3,"muur",1,1
158,"brick","muur",4,3,"muur",1,1
160,"brick","muur",4,3,"muur",1,1
164,"brick","Muur",4,3,"muur",1,1
167,"brick","muur",4,3,"muur",1,1
168,"brick","muur",4,3,"muur",1,1
169,"brick"," muur",4,3,"muur",1,1
170,"brick","Muur",4,3,"muur",1,1
173,"brick","muur",4,3,"muur",1,1
174,"brick"," muur",4,3,"muur",1,1
180,"brick","muur",4,3,"muur",1,1
181,"brick","Muur",4,3,"muur",1,1
183,"brick","muur",4,3,"muur",1,1
190,"brick","muur",4,3,"muur",1,1
192,"brick","muur",4,3,"muur",1,1
196,"brick","muur",4,3,"muur",1,1
197,"brick","muur maken",4,3,"muur",1,1
201,"brick","muur",4,3,"muur",1,1
216,"brick","muur",4,3,"muur",1,1
217,"brick","muur",4,3,"muur",1,1
220,"brick"," muur",4,3,"muur",1,1
232,"brick","muur",4,3,"muur",1,1
236,"brick","muur",4,3,"muur",1,1
239,"brick","muur",4,3,"muur",1,1
241,"brick","muur",4,3,"muur",1,1
242,"brick","muur",4,3,"muur",1,1
246,"brick","muur",4,3,"muur",1,1
247,"brick","muur",4,3,"muur",1,1
249,"brick","muur maken",4,3,"muur",1,1
253,"brick","muur",4,3,"muur",1,1
254,"brick","muur",4,3,"muur",1,1
255,"brick","muur",4,3,"muur",1,1
269,"brick","muur",4,3,"muur",1,1
280,"brick","Muur maken",4,3,"muur",1,1
295,"brick","muur",4,3,"muur",1,1
302,"brick","muur",4,3,"muur",1,1
305,"brick","muur",4,3,"muur",1,1
314,"brick","muur",4,3,"muur",1,1
316,"brick","een muur",4,3,"muur",1,1
330,"brick","muur",4,3,"muur",1,1
341,"brick","muur",4,3,"muur",1,1
344,"brick","muur",4,3,"muur",1,1
351,"brick","Muur maken",4,3,"muur",1,1
353,"brick","muur",4,3,"muur",1,1
357,"brick","muur maken",4,3,"muur",1,1
365,"brick","muur",4,3,"muur",1,1
366,"brick","muur",4,3,"muur",1,1
368,"brick","muur",4,3,"muur",1,1
378,"brick","murr",4,3,"muur",1,1
389,"brick","muur",4,3,"muur",1,1
390,"brick","muur",4,3,"muur",1,1
394,"brick","muur maken",4,3,"muur",1,1
396,"brick","muur",4,3,"muur",1,1
399,"brick","muur",4,3,"muur",1,1
408,"brick","muur",4,3,"muur",1,1
415,"brick","muir",4,3,"muur",1,1
416,"brick","muur (buiten)",4,3,"muur",1,1
421,"brick","muur",4,3,"muur",1,1
426,"brick","muur",4,3,"muur",1,1
427,"brick","muur",4,3,"muur",1,1
501,"brick","muur",4,3,"muur",1,1
519,"brick","muur",4,3,"muur",1,1
546,"brick","muur",4,3,"muur",1,1
549,"brick","muur",4,3,"muur",1,1
555,"brick","muur",4,3,"muur",1,1
561,"brick","muur",4,3,"muur",1,1
582,"brick","muur",4,3,"muur",1,1
594,"brick","muur",4,3,"muur",1,1
600,"brick","muur",4,3,"muur",1,1
606,"brick","muur",4,3,"muur",1,1
609,"brick","muur",4,3,"muur",1,1
621,"brick","muur",4,3,"muur",1,1
624,"brick","muur",4,3,"muur",1,1
627,"brick","muur",4,3,"muur",1,1
630,"brick","muur",4,3,"muur",1,1
639,"brick","muur",4,3,"muur",1,1
678,"brick","muur",4,3,"muur",1,1
723,"brick","muur",4,3,"muur",1,1
726,"brick","muur",4,3,"muur",1,1
732,"brick","muur",4,3,"muur",1,1
744,"brick","muur",4,3,"muur",1,1
765,"brick","muur",4,3,"muur",1,1
777,"brick","muur",4,3,"muur",1,1
786,"brick","muur",4,3,"muur",1,1
789,"brick","muur",4,3,"muur",1,1
100,"brick","muur bouwen",4,3,"muur bouwen",1,1
104,"brick","Muur bouwen",4,3,"muur bouwen",1,1
114,"brick","muur bouwen",4,3,"muur bouwen",1,1
119,"brick","muur bouwen",4,3,"muur bouwen",1,1
137,"brick","muur bouwen",4,3,"muur bouwen",1,1
156,"brick","muur bouwen",4,3,"muur bouwen",1,1
157,"brick","muur bouwen",4,3,"muur bouwen",1,1
162,"brick","een muur bouwen",4,3,"muur bouwen",1,1
165,"brick","muur bouwen",4,3,"muur bouwen",1,1
176,"brick","muur bouwen",4,3,"muur bouwen",1,1
210,"brick","muur bouwen",4,3,"muur bouwen",1,1
228,"brick","een muur bouwen",4,3,"muur bouwen",1,1
229,"brick","muur bouwen",4,3,"muur bouwen",1,1
234,"brick","Muur bouwen",4,3,"muur bouwen",1,1
235,"brick","muur bouwen ",4,3,"muur bouwen",1,1
256,"brick","muur bouwen",4,3,"muur bouwen",1,1
259,"brick","muur bouwen",4,3,"muur bouwen",1,1
265,"brick","muur bouwen",4,3,"muur bouwen",1,1
287,"brick","muur bouwen",4,3,"muur bouwen",1,1
352,"brick","muur bouwen",4,3,"muur bouwen",1,1
354,"brick","muur bouwen",4,3,"muur bouwen",1,1
362,"brick","muur bouwen",4,3,"muur bouwen",1,1
369,"brick","muur bouwen",4,3,"muur bouwen",1,1
375,"brick","muur bouwen",4,3,"muur bouwen",1,1
379,"brick","muur bouwen",4,3,"muur bouwen",1,1
393,"brick","muur bouwen",4,3,"muur bouwen",1,1
404,"brick","muur bouwen",4,3,"muur bouwen",1,1
418,"brick"," muur bouwen",4,3,"muur bouwen",1,1
429,"brick","muur bouwen",4,3,"muur bouwen",1,1
492,"brick","muur bouwen",4,3,"muur bouwen",1,1
531,"brick","muur bouwen",4,3,"muur bouwen",1,1
615,"brick","gebruiken om een muur te bouwen",4,3,"muur bouwen",1,1
660,"brick","muur bouwen",4,3,"muur bouwen",1,1
705,"brick","muur bouwen",4,3,"muur bouwen",1,1
708,"brick","muur bouwen",4,3,"muur bouwen",1,1
409,"brick","muur huis werken steen rood metsel mannen kruiwagen ex schuur gebouw woning klussen gereedschap bouw",4,3,"muur huis werken steen rood metsel mannen kruiwagen ex schuur gebouw woning klussen gereedschap bouw",1,0
211,"brick","muur metselen",4,3,"muur metselen",1,1
348,"brick","om in een muur te verwerken",4,3,"muur verwerken",1,1
191,"brick","muuronderdeel",4,3,"muuronderdeel",1,1
126,"brick","muurtje",4,3,"muurtje",1,1
139,"brick","muurtje",4,3,"muurtje",1,1
149,"brick","muurtje maken",4,3,"muurtje",1,1
163,"brick","muurtje maken",4,3,"muurtje",1,1
195,"brick","muurtje",4,3,"muurtje",1,1
204,"brick","muurtje",4,3,"muurtje",1,1
267,"brick","muurtje",4,3,"muurtje",1,1
130,"brick","muurtje bouwen",4,3,"muurtje bouwen",1,1
166,"brick","muurtje bouwen",4,3,"muurtje bouwen",1,1
370,"brick"," muurtje bouwen",4,3,"muurtje bouwen",1,1
537,"brick","muurtje bouwen",4,3,"muurtje bouwen",1,1
684,"brick","muurtje bouwen",4,3,"muurtje bouwen",1,1
326,"brick","muurtje metselen",4,3,"muurtje metselen",1,1
666,"brick","muurtjes bouwen",4,3,"muurtjes bouwen",1,1
266,"brick","muziek maken",4,3,"muziek",3,3
618,"brick","muziek maken",4,3,"muziek",3,3
762,"brick","muziek maken",4,3,"muziek",3,3
771,"brick","muziek maken",4,3,"muziek",3,3
102,"brick","muziekinstrument",4,3,"muziekinstrument",3,3
205,"brick","gebruiken als muziekinstrument",4,3,"muziekinstrument",3,3
603,"brick","muziekinstrumetn",4,3,"muziekinstrument",3,3
249,"brick","nagels vijlen",4,3,"nagels vijlen",4,4
362,"brick","nagels aan vijlen",4,3,"nagels vijlen",4,4
660,"brick","nagels vijlen",4,3,"nagels vijlen",4,4
717,"brick","NAGELSCHAR",4,3,"nagelschar",4,4
681,"brick","Namaken",4,3,"namaken",2,3
585,"brick","nat maken",4,3,"nat",0,2
214,"brick","natekenen",4,3,"natekenen",2,3
115,"brick","natuur",4,3,"natuur",0,0
555,"brick","natuur",4,3,"natuur",0,0
477,"brick","neandertaler",4,3,"neanderthaler",0,0
121,"brick","nederland",4,3,"Nederland",0,0
188,"brick","Nederland",4,3,"Nederland",0,0
211,"brick","nee grapje geen weg aanleggen",4,3,"nee grapje weg aanleggen",3,0
294,"brick","neerleggen",4,3,"neerleggen",2,1
525,"brick","neerleggen",4,3,"neerleggen",2,1
157,"brick","neerleggen als decoratie",4,3,"neerleggen decoratie",2,3
540,"brick","Nieuw voertuig mee maken door er vanaf te skieen",4,3,"nieuw voertuig vanaf skiÌÇn",5,5
630,"brick","nieuwe huizen",4,3,"nieuwe huizen",1,1
540,"brick","Nieuwe vorm van sm door middel van baksteenboeien",4,3,"nieuwe vorm sm baksteenboeien",3,3
783,"brick","nieuws",4,3,"nieuws",0,0
151,"brick","een noot kraken",4,3,"noot kraken",4,3
258,"brick","notenkraken",4,3,"noten kraken",4,3
333,"brick","noten mee kraken",4,3,"noten kraken",4,3
319,"brick","notenkraker",4,3,"notenkraker",4,3
127,"brick","nummerbord",4,3,"nummerbord",4,4
324,"brick","Als object om op je hoofd te zetten zodat je recht loopt",4,3,"object hoofd zetten zodat recht loopt",4,4
245,"brick","object op een verhoging plaatsen",4,3,"object verhoging plaatsen",3,2
163,"brick","als obstakel gebruiken",4,3,"obstakel",3,2
207,"brick","als obstakel tijdens een conditietraining",4,3,"obstakel tijdens conditietraining",3,3
162,"brick","oefenen",4,3,"oefenen",0,3
370,"brick","oeps alles nu in ÌÄå©ÌÄå©n keer.. sorry",4,3,"oeps Ì©Ì©n keer sorry",0,0
477,"brick","ofen",4,3,"ofen",2,0
214,"brick","omdraaien",4,3,"omdraaien",2,2
228,"brick","een omgeving afzetten",4,3,"omgeving afzetten",3,2
380,"brick","omgooien",4,3,"omgooien",3,2
134,"brick","omheining",4,3,"omheining",3,2
228,"brick","omheinig maken",4,3,"omheining",3,2
250,"brick","omheining",4,3,"omheining",3,2
253,"brick","omheining ",4,3,"omheining",3,2
513,"brick","omoog gooien",4,3,"omhoog gooien",3,2
397,"brick","iets omhoog houden",4,3,"omhoog houden",3,2
154,"brick","onafgemaakt",4,3,"onafgemaakt",0,0
597,"brick","onafgemaakt",4,3,"onafgemaakt",0,0
570,"brick","onder de poot van een scheve tafel leggen",4,3,"onder poot scheve tafel leggen",3,2
406,"brick"," voor onder een tafel bijvoorbeeld",4,3,"onder tafel oorbeeld",3,2
374,"brick","onder je tafel als verhoging",4,3,"onder tafel verhoging",3,2
419,"brick","onder je voeten binden",4,3,"onder voeten binden",3,4
492,"brick","onder je voeten binden als zool",4,3,"onder voeten binden zool",3,4
338,"brick","onder een wiebelende tafel zetten",4,3,"onder wiebelende tafel zetten",4,2
226,"brick","als onderdakje tegen de regen",4,3,"onderdak tegen regen",3,3
540,"brick","Onderdoor lopen",4,3,"onderdoor lopen",3,3
119,"brick","ondergrond maken",4,3,"ondergrond",3,2
295,"brick","ondergrond",4,3,"ondergrond",3,2
160,"brick","ondergrond stoepkrijt",4,3,"ondergrond stoepkrijt",4,2
289,"brick","ondergrond om iets op te vermalen",4,3,"ondergrond vermalen",3,2
348,"brick","ondergrond om te zorgen dat andere voorwerpen niet op de grond hoeven te liggen",4,3,"ondergrond zorgen voorwerpen niet grond hoeven liggen",3,2
231,"brick","onderligging om op te schrijven?",4,3,"onderlegger schrijven",3,3
145,"brick","iets ondersteunen",4,3,"ondersteunen",3,2
383,"brick","er iets mee ondersteunen",4,3,"ondersteunen",3,2
410,"brick","onersteunen",4,3,"ondersteunen",3,2
186,"brick","ondersteuning",4,3,"ondersteuning",3,2
319,"brick","ondersteuning",4,3,"ondersteuning",3,2
416,"brick","ondersteuning barbeque",4,3,"ondersteuning barbecue",3,2
156,"brick","ondersteuning van objecten",4,3,"ondersteuning objecten",3,2
423,"brick","ondersteuning voor een scheef meubelstuk",4,3,"ondersteuning scheef meubelstuk",3,2
102,"brick","onderzetter",4,3,"onderzetter",3,2
202,"brick","als onderzetter",4,3,"onderzetter",3,2
218,"brick","als onderzetter gebruiken",4,3,"onderzetter",3,2
248,"brick","onderzetter",4,3,"onderzetter",3,2
250,"brick","onderzetter",4,3,"onderzetter",3,2
256,"brick","onderzetter",4,3,"onderzetter",3,2
268,"brick","Als onderzetter",4,3,"onderzetter",3,2
279,"brick","onderzetter",4,3,"onderzetter",3,2
281,"brick","onderzetter",4,3,"onderzetter",3,2
315,"brick","onderzetter",4,3,"onderzetter",3,2
327,"brick","onderzetter",4,3,"onderzetter",3,2
339,"brick","Als onderzetter",4,3,"onderzetter",3,2
343,"brick","onderzetter",4,3,"onderzetter",3,2
344,"brick","onderzetter",4,3,"onderzetter",3,2
345,"brick","onderzetter",4,3,"onderzetter",3,2
356,"brick","onderzetter",4,3,"onderzetter",3,2
417,"brick","onderzetter",4,3,"onderzetter",3,2
423,"brick","onderzetter",4,3,"onderzetter",3,2
486,"brick","onderzetter",4,3,"onderzetter",3,2
504,"brick","onderzetter",4,3,"onderzetter",3,2
528,"brick","onderzetter",4,3,"onderzetter",3,2
531,"brick","onderzetter",4,3,"onderzetter",3,2
549,"brick","onderzetter",4,3,"onderzetter",3,2
600,"brick","als onderzetter",4,3,"onderzetter",3,2
657,"brick","onderzetter",4,3,"onderzetter",3,2
711,"brick","onderzetter",4,3,"onderzetter",3,2
717,"brick","ONDERZETTER",4,3,"onderzetter",3,2
759,"brick","onderzetter",4,3,"onderzetter",3,2
765,"brick","onderzetter",4,3,"onderzetter",2,2
540,"brick","Gebruiken als onderzetter voor bekers",4,3,"onderzetter bekers",3,2
540,"brick","Gebruiken als onderzetter voor lepels",4,3,"onderzetter lepels",3,2
226,"brick","als onderzetter voor een pan",4,3,"onderzetter pan",3,2
540,"brick","Gebruiken als onderzetter voor pannen",4,3,"onderzetter pannen",3,2
540,"brick","Gebruiken als onderzetter voor vorken",4,3,"onderzetter vorken",3,2
181,"brick","Onderzetter voor de wegwerp barbecue",4,3,"onderzetter wegwerp barbecue",3,2
215,"brick","ontdekken ",4,3,"ontdekken",0,2
163,"brick","iets opbouwen",4,3,"opbouwen",1,1
681,"brick","Opdoen",4,3,"opdoen",0,3
218,"brick","opduiken",4,3,"opduiken",3,3
377,"brick","opeenhogen",4,3,"opeenhopen",0,1
287,"brick","iets open breken",4,3,"open breken",3,2
164,"brick","Openhaard",4,3,"open haard",2,1
167,"brick","openhaard",4,3,"open haard",2,1
190,"brick","maken van en openhaard",4,3,"open haard",2,1
247,"brick","open haard",4,3,"open haard",2,1
276,"brick","openhaard maken",4,3,"open haard",2,1
416,"brick","open haard",4,3,"open haard",2,1
418,"brick"," openhaard maken",4,3,"open haard",2,1
537,"brick","openhaard maken",4,3,"open haard",2,1
561,"brick","openhaard",4,3,"open haard",2,1
645,"brick","openhaard",4,3,"open haard",2,1
744,"brick","openhaard",4,3,"open haard",2,1
365,"brick","openhaard in studentenkamer",4,3,"open haard studentenkamer",2,1
429,"brick","openhaard in studentenkamer",4,3,"open haard studentenkamer",2,1
158,"brick","het openhouden van een deur",4,3,"openhouden deur",3,2
100,"brick","opeten",4,3,"opeten",0,3
218,"brick","opeten",4,3,"opeten",0,3
762,"brick","opeten",4,3,"opeten",0,3
771,"brick","opeten",4,3,"opeten",0,3
232,"brick","opgestapeld",4,3,"opgestapeld",0,1
129,"brick","ophoging",4,3,"ophoging",3,2
