"ID","prompt","response","set","lab","responseorder","rating","rater1","rater2","rater3","rater4"
204,"konservendose","zum Einpacken eines Geschenks",12,7,1,1.25,1,2,1,1
204,"konservendose","als Jausenbox fürs Büro",12,7,2,1.5,1,2,1,2
204,"konservendose","als Schmuck",12,7,3,1,1,1,1,1
204,"konservendose","zum Spielen",12,7,4,1,1,1,1,1
204,"konservendose","als Trommel",12,7,5,1,1,1,1,1
204,"konservendose","befüllt als ""Regenstab""",12,7,6,2,2,2,3,1
204,"konservendose","um Lärm zu machen:))",12,7,7,1,1,1,1,1
204,"konservendose","als Vase",12,7,8,1,1,1,1,1
204,"konservendose","als Ziergegenstand",12,7,9,1,1,1,1,1
204,"konservendose","als Modell zum abmalen",12,7,10,1,1,1,1,1
204,"konservendose","für Tischabfälle",12,7,11,1.5,2,1,2,1
204,"konservendose","in einem Bilderrahmen- als Bild fürs Wohnzimmer",12,7,12,1.75,2,2,2,1
204,"konservendose","zum ""Fußball"" spielen",12,7,13,1,1,1,1,1
205,"konservendose","Fußball",12,7,1,1,1,1,1,1
205,"konservendose","Zaubertrick",12,7,2,1.75,2,1,2,2
205,"konservendose","Wespenfalle",12,7,3,1,1,1,1,1
205,"konservendose","Behälltnis",12,7,4,0.25,0,1,0,0
205,"konservendose","Schmuck",12,7,5,1,1,1,1,1
205,"konservendose","Ziel Waffenübung",12,7,6,1,1,1,1,1
205,"konservendose","torstangen",12,7,7,1.5,3,1,1,1
206,"konservendose","sammeln",12,7,1,0.75,1,1,1,0
206,"konservendose","Vorrat für schlechte Zeiten",12,7,2,0.25,0,1,0,0
206,"konservendose","Frisbee spielen",12,7,3,2,2,2,2,2
206,"konservendose","Schiffe versenken in der Badewanne",12,7,4,1.5,2,2,1,1
206,"konservendose","als Geschenk",12,7,5,0.75,1,1,1,0
206,"konservendose","Wurfgerät",12,7,6,1,1,1,1,1
206,"konservendose","der Schwiegermutter vorsetzen",12,7,7,0,0,0,0,0
206,"konservendose","Spielzeug",12,7,8,1,1,1,1,1
207,"konservendose","blumenvase",12,7,1,1,1,1,1,1
207,"konservendose","zum becherschiessen",12,7,2,1,1,1,1,1
207,"konservendose","vorratsdose",12,7,3,0.25,0,1,0,0
207,"konservendose","saatkiste",12,7,4,1.75,1,2,2,2
207,"konservendose","kräutertopf",12,7,5,1.75,1,2,2,2
207,"konservendose","faRBSTIFTDOSE",12,7,6,0.75,0,1,1,1
207,"konservendose","KUGELSCHREIBERBOX",12,7,7,1,1,1,1,1
208,"konservendose","als Zigarettenkippenbecher",12,7,1,1,1,1,1,1
208,"konservendose","für Buntstifte",12,7,2,1,1,1,1,1
208,"konservendose","für Zucker",12,7,3,1,1,1,1,1
208,"konservendose","für Radiergummis",12,7,4,1,1,1,1,1
208,"konservendose","für Süßigkeiten",12,7,5,1,1,1,1,1
208,"konservendose","zum Schießen für Bälle",12,7,6,1,1,1,1,1
208,"konservendose","zum Basteln",12,7,7,1,1,1,1,1
208,"konservendose","zum Sammeln",12,7,8,0.75,1,1,1,0
208,"konservendose","als Ausstellungsstück",12,7,9,0.75,1,1,1,0
208,"konservendose","als Einrichtungsgegenstand",12,7,10,1,1,1,1,1
208,"konservendose","zum Dekorieren",12,7,11,0.75,1,1,1,0
208,"konservendose","zum Lärm machen",12,7,12,1,1,1,1,1
209,"konservendose","befüllen",12,7,1,0.25,0,1,0,0
209,"konservendose","wegwerfen",12,7,2,0,0,0,0,0
209,"konservendose","basteln",12,7,3,1,1,1,1,1
209,"konservendose","schneiden",12,7,4,1.25,1,1,2,1
209,"konservendose","bewerfen",12,7,5,0.25,0,1,0,0
209,"konservendose","ausleeren",12,7,6,0,0,0,0,0
209,"konservendose","Ohrringe basteln",12,7,7,1.75,2,2,1,2
209,"konservendose","Spaß haben",12,7,8,0,0,0,0,0
209,"konservendose","Durst löschen",12,7,9,0.5,1,1,0,0
209,"konservendose","öffnen",12,7,10,0,0,0,0,0
210,"konservendose","Maldose",12,7,1,1,1,1,1,1
210,"konservendose","Behälter",12,7,2,0.25,0,1,0,0
210,"konservendose","Wiederverwertung",12,7,3,0.75,1,1,1,0
210,"konservendose","Aquarium",12,7,4,1.75,2,2,1,2
210,"konservendose","Kreisvorlage",12,7,5,1,1,1,1,1
210,"konservendose","Pfand sammeln",12,7,6,0.75,1,1,1,0
210,"konservendose","Wurfobjekt",12,7,7,1,1,1,1,1
210,"konservendose","Waffe",12,7,8,1,1,1,1,1
210,"konservendose","Zum Basteln",12,7,9,1,1,1,1,1
210,"konservendose","Hut",12,7,10,1.25,2,1,1,1
211,"konservendose","aquarium",12,7,1,1.75,2,2,1,2
211,"konservendose","lacher einschließen",12,7,2,1.25,1,0,2,2
211,"konservendose","dumme leute verbannen",12,7,3,0.5,1,0,0,1
211,"konservendose","blumenkiste",12,7,4,1,1,1,1,1
211,"konservendose","musikinstrument",12,7,5,1,1,1,1,1
211,"konservendose","brauchwasser auffangbecken",12,7,6,1.5,2,2,1,1
211,"konservendose","blumengießen",12,7,7,1,1,1,1,1
211,"konservendose","kochen",12,7,8,0.75,1,1,1,0
211,"konservendose","waffe",12,7,9,1,1,1,1,1
211,"konservendose","kopfkissen",12,7,10,1,1,2,0,1
212,"konservendose","Um darin Lebensmittel zu lagern",12,7,1,0.25,0,1,0,0
212,"konservendose","Um einen Turm zu bauen",12,7,2,1,1,1,1,1
213,"konservendose","vase",12,7,1,1,1,1,1,1
213,"konservendose","""kerzenbehälter""",12,7,2,1,1,1,1,1
213,"konservendose","zum Aufbewahren von dingen",12,7,3,0.5,1,0,1,0
213,"konservendose","als osternest oder ""nikolosack""",12,7,4,1.25,2,2,0,1
213,"konservendose","als blumentopf",12,7,5,1,1,1,1,1
213,"konservendose","zum blumengießen",12,7,6,1.5,3,1,1,1
213,"konservendose","wasserbehälter",12,7,7,1,1,1,1,1
213,"konservendose","zum Bemalen",12,7,8,1,1,1,1,1
213,"konservendose","als deko",12,7,9,0.75,1,1,1,0
214,"konservendose","hut",12,7,1,1.25,2,1,1,1
214,"konservendose","sitzgelegenheit",12,7,2,1.25,2,2,0,1
214,"konservendose","vase",12,7,3,1,1,1,1,1
214,"konservendose","liebespfand",12,7,4,0.75,1,1,0,1
214,"konservendose","Lockmittel für tiere,",12,7,5,0.75,1,1,0,1
214,"konservendose","lockmittel für meinen liebsten",12,7,6,0.75,1,1,0,1
214,"konservendose","schmuckaufbewahrung",12,7,7,1,1,1,1,1
214,"konservendose","für den rest der menschheit ins museum",12,7,8,1,1,0,2,1
214,"konservendose","um spiegeln herumzukleben und sich in einem fort anzuschauen",12,7,9,1.75,1,2,1,3
214,"konservendose","die faust reinstecken, dann ist sie geschützt",12,7,10,1.5,1,2,1,2
214,"konservendose","um lärm zu machen",12,7,11,1,1,1,1,1
214,"konservendose","um musik zu machen",12,7,12,1,1,1,1,1
214,"konservendose","um tolle geräusche für einen film zu erzeugen",12,7,13,1.75,1,2,1,3
214,"konservendose","um kekse auszustechen",12,7,14,1.25,1,1,1,2
214,"konservendose","um aufzufallen",12,7,15,1.25,2,1,1,1
214,"konservendose","für einen umzug",12,7,16,1.25,1,2,1,1
214,"konservendose","faschingsumzug",12,7,17,1.25,1,2,1,1
215,"konservendose","werfen",12,7,1,1,1,1,1,1
215,"konservendose","zerdrücken",12,7,2,0.25,0,0,1,0
215,"konservendose","trinken",12,7,3,1,1,1,1,1
215,"konservendose","verpacken",12,7,4,0.5,1,1,0,0
216,"konservendose","ohrringe",12,7,1,1.75,2,2,1,2
216,"konservendose","kette",12,7,2,1.5,2,2,1,1
216,"konservendose","spielzeug",12,7,3,1,1,1,1,1
216,"konservendose","windspiel",12,7,4,1.25,1,1,1,2
216,"konservendose","wandverzierung",12,7,5,1,1,1,1,1
216,"konservendose","hausbau",12,7,6,1,1,1,1,1
216,"konservendose","skulptur",12,7,7,1.25,1,1,1,2
216,"konservendose","kunst",12,7,8,1.25,1,1,1,2
216,"konservendose","musikinstrument",12,7,9,1,1,1,1,1
216,"konservendose","agggressionsabbau",12,7,10,0.5,1,1,0,0
216,"konservendose","liebeshoroskop",12,7,11,0.5,1,0,0,1
216,"konservendose","waffe",12,7,12,1,1,1,1,1
216,"konservendose","vergiften",12,7,13,0.5,1,1,0,0
217,"konservendose","halbes schnurtelefon",12,7,1,1,1,1,1,1
217,"konservendose","hut",12,7,2,1.25,2,1,1,1
217,"konservendose","behälter",12,7,3,0.25,0,1,0,0
217,"konservendose","wurfgeschoß",12,7,4,1,1,1,1,1
217,"konservendose","meeresrausch ding",12,7,5,2,1,2,3,2
217,"konservendose","glas",12,7,6,1,1,1,1,1
217,"konservendose","schaufel",12,7,7,1,1,1,1,1
217,"konservendose","hand ersatz",12,7,8,0.75,0,2,0,1
217,"konservendose","fortbewegungsmittel",12,7,9,1.5,2,1,1,2
218,"konservendose","werfen",12,7,1,1,1,1,1,1
218,"konservendose","beschweren",12,7,2,1,2,1,1,0
218,"konservendose","aufbewaren",12,7,3,0.25,0,1,0,0
218,"konservendose","käferfalle",12,7,4,1.25,2,1,1,1
218,"konservendose","transportbehällter",12,7,5,0.75,0,1,1,1
218,"konservendose","spiegel",12,7,6,2,3,2,2,1
218,"konservendose","walze",12,7,7,1.25,2,1,1,1
219,"konservendose","Sammelbehälter",12,7,1,1,1,1,1,1
219,"konservendose","Waffe",12,7,2,1,1,1,1,1
219,"konservendose","Gießkanne",12,7,3,1.75,3,1,1,2
219,"konservendose","Trinkglas",12,7,4,1,1,1,1,1
219,"konservendose","Geschenkebox",12,7,5,1,1,1,1,1
220,"konservendose","um Fußball zu spielen",12,7,1,1,1,1,1,1
220,"konservendose","um Stifte aufzubewahren",12,7,2,1,1,1,1,1
220,"konservendose","als Blumenvase",12,7,3,1,1,1,1,1
220,"konservendose","als Musikinstrument",12,7,4,1,1,1,1,1
220,"konservendose","als Armreif",12,7,5,1.75,2,2,2,1
220,"konservendose","als Hut",12,7,6,1.25,2,1,1,1
220,"konservendose","als Kerzenständer",12,7,7,1,1,1,1,1
221,"konservendose","zum Basteln",12,7,1,1,1,1,1,1
221,"konservendose","als Blumenvase",12,7,2,1,1,1,1,1
221,"konservendose","als Deko",12,7,3,0.75,1,1,1,0
221,"konservendose","als Spardose",12,7,4,1.25,1,2,1,1
221,"konservendose","zum Balanzieren",12,7,5,1,1,1,1,1
221,"konservendose","zum Spielen",12,7,6,1,1,1,1,1
221,"konservendose","als Wasserbehälter",12,7,7,1,1,1,1,1
221,"konservendose","als Alarmanlage",12,7,8,1.75,2,2,2,1
221,"konservendose","als Wurfgeschoss",12,7,9,1,1,1,1,1
221,"konservendose","als Regalbretthalterung",12,7,10,1.5,2,2,1,1
222,"konservendose","musik",12,7,1,1,1,1,1,1
222,"konservendose","spielen",12,7,2,1,1,1,1,1
222,"konservendose","füllen",12,7,3,0.25,1,0,0,0
222,"konservendose","dekor",12,7,4,0.75,1,1,1,0
222,"konservendose","behälter",12,7,5,0.25,0,1,0,0
222,"konservendose","skulptur",12,7,6,1.25,1,1,1,2
222,"konservendose","durchlöchern",12,7,7,1,2,1,0,1
222,"konservendose","werfen",12,7,8,1,1,1,1,1
222,"konservendose","sprechen",12,7,9,1,1,1,1,1
222,"konservendose","hüpfen",12,7,10,0.75,1,0,1,1
222,"konservendose","schuhe",12,7,11,1.25,1,2,1,1
222,"konservendose","auflager für brett",12,7,12,1,2,1,1,0
222,"konservendose","blumenvase",12,7,13,1,1,1,1,1
222,"konservendose","rohstoff",12,7,14,1,1,1,1,1
222,"konservendose","hochzeit",12,7,15,1.25,1,1,2,1
223,"konservendose","konservieren",12,7,1,0,0,0,0,0
223,"konservendose","musik machen",12,7,2,1,1,1,1,1
223,"konservendose","vorratsbehälter",12,7,3,0.25,0,1,0,0
223,"konservendose","katze ärgern",12,7,4,1,1,1,1,1
223,"konservendose","katze lekerlis geben",12,7,5,1,1,1,1,1
223,"konservendose","malbecher",12,7,6,1,1,1,1,1
223,"konservendose","stiftebehälter",12,7,7,1,1,1,1,1
223,"konservendose","krimskrams aufbewahren",12,7,8,1,1,1,1,1
224,"konservendose","zum Werfen",12,7,1,0.5,1,0,1,0
224,"konservendose","zum Öffnen",12,7,2,0.25,1,0,0,0
224,"konservendose","zum Spielen",12,7,3,1,1,1,1,1
224,"konservendose","als Aufbewahrung",12,7,4,0.5,1,1,0,0
224,"konservendose","als Schmuckstück",12,7,5,1.25,1,2,1,1
224,"konservendose","als Geschenkverpackung",12,7,6,1.25,2,1,1,1
224,"konservendose","zum Lagern",12,7,7,0.25,0,1,0,0
224,"konservendose","zum Turm bauen",12,7,8,1,1,1,1,1
225,"konservendose","Aufbewahrung",12,7,1,0.5,1,1,0,0
225,"konservendose","schießbude",12,7,2,1,1,1,1,1
225,"konservendose","krach",12,7,3,0.75,1,1,1,0
225,"konservendose","instument",12,7,4,1.5,2,1,1,2
225,"konservendose","laterne",12,7,5,2.25,3,3,1,2
225,"konservendose","turm bauen",12,7,6,1,1,1,1,1
225,"konservendose","vogelhaus",12,7,7,1.75,2,1,2,2
225,"konservendose","insektenfalle",12,7,8,1.5,2,2,1,1
225,"konservendose","gartenlicht (kerze rein)",12,7,9,1,1,1,1,1
225,"konservendose","experimente mit rost",12,7,10,2,2,3,2,1
226,"konservendose","werfen",12,7,1,1,1,1,1,1
226,"konservendose","hammerersatz",12,7,2,1.5,3,1,1,1
226,"konservendose","dosenschießen",12,7,3,1,1,1,1,1
226,"konservendose","zielrollen",12,7,4,1,1,1,1,1
226,"konservendose","zu raumteiler stapeln",12,7,5,1.75,2,2,2,1
226,"konservendose","kerzenhalter",12,7,6,1,1,1,1,1
226,"konservendose","briefbescxhwerer",12,7,7,1.5,2,1,2,1
226,"konservendose","bügeln",12,7,8,1.5,3,2,0,1
226,"konservendose","tischbein/e",12,7,9,1.25,2,1,1,1
226,"konservendose","stelzengehen",12,7,10,1.25,1,2,1,1
226,"konservendose","schablone",12,7,11,1,1,1,1,1
227,"konservendose","aufbewahren von schmuck",12,7,1,0.5,1,1,0,0
227,"konservendose","als spielzeug für kinder -> Turm baun",12,7,2,1,1,1,1,1
227,"konservendose","Duschkapiene für Barbies",12,7,3,1.75,2,0,3,2
227,"konservendose","Mobile baun",12,7,4,1.5,3,1,1,1
227,"konservendose","cremen mixen",12,7,5,2,2,2,2,2
227,"konservendose","eyeliner reintun",12,7,6,1,1,1,1,1
227,"konservendose","als instrument",12,7,7,1.5,2,1,1,2
228,"konservendose","essen",12,7,1,0.25,0,1,0,0
228,"konservendose","dokoration",12,7,2,0.75,1,1,1,0
228,"konservendose","wegwerfen",12,7,3,0,0,0,0,0
228,"konservendose","reserve",12,7,4,1,1,1,1,1
228,"konservendose","geschenke",12,7,5,0.75,1,1,1,0
228,"konservendose","müll",12,7,6,1,1,1,1,1
228,"konservendose","faulenz",12,7,7,0,0,0,0,0
228,"konservendose","schnell",12,7,8,0,0,0,0,0
228,"konservendose","urlaub",12,7,9,0.5,0,1,0,1
228,"konservendose","hungrig",12,7,10,0,0,0,0,0
229,"konservendose","wasser holen",12,7,1,1,1,1,1,1
229,"konservendose","essen aufbewahren",12,7,2,0.25,0,1,0,0
229,"konservendose","zum spielen",12,7,3,1,1,1,1,1
229,"konservendose","als untersetzer",12,7,4,1.25,2,1,1,1
229,"konservendose","zum bauen",12,7,5,1,1,1,1,1
229,"konservendose","schneiden",12,7,6,1.25,1,1,2,1
229,"konservendose","putzen",12,7,7,1,2,1,0,1
229,"konservendose","wergwerfen",12,7,8,0.25,0,0,1,0
229,"konservendose","bemalen",12,7,9,0.75,1,1,0,1
229,"konservendose","aufbewahrungsbox",12,7,10,0.25,0,1,0,0
229,"konservendose","essen warmmachen",12,7,11,0.25,0,1,0,0
229,"konservendose","zum campen",12,7,12,1,2,1,1,0
229,"konservendose","zum pipi machen",12,7,13,1.5,2,1,1,2
229,"konservendose","kerze hineinstellen",12,7,14,1,1,1,1,1
229,"konservendose","windschutz",12,7,15,1.25,1,1,1,2
229,"konservendose","turm bauen",12,7,16,1,1,1,1,1
229,"konservendose","zum kegeln",12,7,17,1,1,1,1,1
229,"konservendose","zum stappeln",12,7,18,0.75,1,1,1,0
230,"konservendose","auf den Boden schmeissen und darauf herumhüpfen",12,7,1,0.5,1,1,0,0
230,"konservendose","aufmachen und darin lebensmittel verstauen",12,7,2,0,0,0,0,0
230,"konservendose","die etiketten tauschen und jemanden schenken",12,7,3,1.5,1,2,2,1
230,"konservendose","viele leere sammeln und einen riesigen turm bauen",12,7,4,1,1,1,1,1
231,"konservendose","behelter",12,7,1,0.25,0,1,0,0
231,"konservendose","konserwiren",12,7,2,0,0,0,0,0
231,"konservendose","spielen",12,7,3,1,1,1,1,1
231,"konservendose","werfen",12,7,4,1,1,1,1,1
232,"konservendose","telefonieren",12,7,1,1,1,1,1,1
232,"konservendose","konservieren",12,7,2,0,0,0,0,0
232,"konservendose","behälter",12,7,3,0.25,0,1,0,0
232,"konservendose","blumentopf",12,7,4,1,1,1,1,1
232,"konservendose","meßbecher",12,7,5,1.75,3,2,1,1
233,"konservendose","schnurtelefon",12,7,1,1,1,1,1,1
233,"konservendose","hausfasade",12,7,2,0.75,1,1,0,1
233,"konservendose","spiegel",12,7,3,2,3,2,2,1
233,"konservendose","trommel",12,7,4,1,1,1,1,1
233,"konservendose","regal",12,7,5,1.5,2,2,1,1
233,"konservendose","fortbewegungsmittel",12,7,6,1.5,2,1,1,2
233,"konservendose","hut",12,7,7,1.25,2,1,1,1
233,"konservendose","spucknapf",12,7,8,1.5,1,2,2,1
233,"konservendose","sterlingmotor",12,7,9,2.25,2,2,2,3
233,"konservendose","rassel",12,7,10,1,1,1,1,1
233,"konservendose","teigroller",12,7,11,1.25,2,1,1,1
233,"konservendose","lampe",12,7,12,1.75,3,2,1,1
233,"konservendose","lupe",12,7,13,1.5,3,2,0,1
233,"konservendose","farbdose",12,7,14,0.75,0,1,1,1
233,"konservendose","kochtopf",12,7,15,1,1,1,1,1
233,"konservendose","wurfgeschoss",12,7,16,1,1,1,1,1
233,"konservendose","alarmanlage",12,7,17,1.75,2,2,2,1
234,"konservendose","schiff",12,7,1,1,1,1,1,1
234,"konservendose","boot",12,7,2,2,2,2,2,2
234,"konservendose","lärm machen",12,7,3,0.75,2,1,0,0
234,"konservendose","musik machen",12,7,4,1,1,1,1,1
234,"konservendose","sammel dose",12,7,5,1,1,1,1,1
234,"konservendose","geld sammeln",12,7,6,1,1,1,1,1
234,"konservendose","wasser sammeln",12,7,7,1,1,1,1,1
234,"konservendose","kochtopf",12,7,8,1,1,1,1,1
234,"konservendose","teller",12,7,9,1,1,1,1,1
234,"konservendose","topf",12,7,10,1,1,1,1,1
234,"konservendose","spielzeug",12,7,11,1,1,1,1,1
234,"konservendose","puppenhäuschen",12,7,12,1.25,1,2,1,1
234,"konservendose","backform",12,7,13,1.5,2,2,1,1
234,"konservendose","sandspielen",12,7,14,1.25,1,1,2,1
234,"konservendose","schaufel",12,7,15,1,1,1,1,1
234,"konservendose","würmer sammeln",12,7,16,1,1,1,1,1
234,"konservendose","suppe kochen",12,7,17,0.5,0,1,0,1
234,"konservendose","vase",12,7,18,1,1,1,1,1
234,"konservendose","skulptur",12,7,19,1.25,1,1,1,2
234,"konservendose","zu Auto umbauen",12,7,20,1,2,1,0,1
234,"konservendose","RAkete",12,7,21,1,1,1,1,1
234,"konservendose","Feuertopf",12,7,22,1.5,2,1,2,1
234,"konservendose","umschmelzen zu allem was man will :-))",12,7,23,0.75,1,1,1,0
235,"konservendose","zum kicken",12,7,1,1,1,1,1,1
235,"konservendose","zum nachfüllen",12,7,2,0.25,0,0,1,0
235,"konservendose","vase",12,7,3,1,1,1,1,1
235,"konservendose","kühlbehälter für den kühlschrank",12,7,4,1.75,1,2,2,2
235,"konservendose","zum wegwerfen",12,7,5,0,0,0,0,0
235,"konservendose","als deko",12,7,6,0.75,1,1,1,0
235,"konservendose","zum basteln",12,7,7,1,1,1,1,1
235,"konservendose","zum bauen",12,7,8,1,1,1,1,1
235,"konservendose","zerdrücken",12,7,9,0.25,0,0,1,0
235,"konservendose","als lampenschirm",12,7,10,1.75,3,2,1,1
235,"konservendose","kerzenständer",12,7,11,1,1,1,1,1
235,"konservendose","strohalmhalter",12,7,12,1,1,1,1,1
235,"konservendose","mülleimer",12,7,13,1,1,1,1,1
235,"konservendose","aschenbecher",12,7,14,1,2,1,1,0
236,"konservendose","koservieren",12,7,1,0.25,0,1,0,0
236,"konservendose","spardose",12,7,2,1.25,1,2,1,1
236,"konservendose","lärmen",12,7,3,0.75,2,1,0,0
236,"konservendose","kopfbedeckung",12,7,4,1,1,1,1,1
236,"konservendose","geschenksdose",12,7,5,1,1,1,1,1
236,"konservendose","raketenhalter",12,7,6,1,1,1,1,1
236,"konservendose","gefäss",12,7,7,0.75,1,1,0,1
236,"konservendose","trinkglas",12,7,8,1,1,1,1,1
237,"konservendose","blumentopf",12,7,1,1,1,1,1,1
237,"konservendose","wasser schöpfen",12,7,2,1,1,1,1,1
237,"konservendose","partyhütchen",12,7,3,1.75,2,2,1,2
237,"konservendose","einhornverkleidung",12,7,4,2,1,2,3,2
237,"konservendose","tragbare toilette",12,7,5,1.5,2,1,1,2
237,"konservendose","keckse ausstechen",12,7,6,1,1,1,1,1
237,"konservendose","kreis zeichen",12,7,7,1,1,1,1,1
237,"konservendose","musikinstrument basteln",12,7,8,1,1,1,1,1
237,"konservendose","weinfass für zwerge",12,7,9,1.75,1,2,2,2
237,"konservendose","weitwurf",12,7,10,0.75,1,1,0,1
237,"konservendose","aufschneiden um blech zu erhalten",12,7,11,1,2,1,1,0
237,"konservendose","eine dachscnindel daraus machen",12,7,12,2.25,2,3,3,1
237,"konservendose","zeitkapsel daraus machen",12,7,13,2.25,1,2,3,3
238,"konservendose","Aufstellen auf der strasse bei Geburt des ersten Mädchens",12,7,1,2,1,2,3,2
238,"konservendose","sammeln von Spenden",12,7,2,1,1,1,1,1
238,"konservendose","Basteln",12,7,3,1,1,1,1,1
238,"konservendose","Behälter",12,7,4,0.25,0,1,0,0
238,"konservendose","Draufwerfen mit Ball",12,7,5,1,1,1,1,1
238,"konservendose","Lärm machen",12,7,6,0.75,2,1,0,0
238,"konservendose","Girlande",12,7,7,2,2,2,2,2
238,"konservendose","Rollen",12,7,8,0.75,1,1,1,0
239,"konservendose","essen anzurichten",12,7,1,0.25,0,1,0,0
239,"konservendose","wasser auffangen",12,7,2,1,1,1,1,1
239,"konservendose","lebensmittel zu lagern",12,7,3,0.25,0,1,0,0
239,"konservendose","lärm zu machen",12,7,4,0.75,2,1,0,0
240,"konservendose","Mistkübel",12,7,1,1,1,1,1,1
240,"konservendose","Spielzeug",12,7,2,1,1,1,1,1
240,"konservendose","Wurfspiel",12,7,3,1,1,1,1,1
240,"konservendose","Bastelstück",12,7,4,1,1,1,1,1
240,"konservendose","Schmuckstück",12,7,5,1.25,1,2,1,1
241,"konservendose","Aufbewahrung",12,7,1,0.5,1,1,0,0
241,"konservendose","Kreise zeichnen",12,7,2,1,1,1,1,1
241,"konservendose","Vase",12,7,3,1,1,1,1,1
241,"konservendose","Blumentopf",12,7,4,1,1,1,1,1
241,"konservendose","Aquarium",12,7,5,1.75,2,2,1,2
241,"konservendose","Dekoration",12,7,6,0.75,1,1,1,0
241,"konservendose","einschmelzen",12,7,7,0.75,1,1,1,0
241,"konservendose","Musikinstrument",12,7,8,1,1,1,1,1
241,"konservendose","drausteigen",12,7,9,0.75,1,1,0,1
242,"konservendose","um sie hin und herzuwerfen",12,7,1,0.5,0,1,1,0
242,"konservendose","als Trommel",12,7,2,1,1,1,1,1
242,"konservendose","um eine Fugur zu basteln",12,7,3,1.5,2,1,1,2
242,"konservendose","als Teller",12,7,4,1,1,1,1,1
242,"konservendose","über den Boden rollen",12,7,5,0.75,0,1,1,1
243,"konservendose","Rassel",12,7,1,1,1,1,1,1
243,"konservendose","Spardose",12,7,2,1.25,1,2,1,1
243,"konservendose","flöte",12,7,3,1.5,3,1,0,2
243,"konservendose","zylinderhut",12,7,4,1.5,2,2,1,1
243,"konservendose","gehstelzen",12,7,5,1.25,1,2,1,1
243,"konservendose","boxhandschuh",12,7,6,0.75,1,2,0,0
244,"konservendose","weitwerfen",12,7,1,0.75,1,1,0,1
244,"konservendose","aus ihr essen",12,7,2,0,0,0,0,0
244,"konservendose","sie aufsetzen",12,7,3,0.75,1,0,1,1
244,"konservendose","zur Dekoration verwenden",12,7,4,1,1,1,1,1
244,"konservendose","Kunstgegenstand",12,7,5,1.25,1,1,1,2
244,"konservendose","als Vogelhäuschen verwenden",12,7,6,1.75,2,1,2,2
244,"konservendose","wiederverwerten",12,7,7,0.75,1,1,1,0
244,"konservendose","verstecken",12,7,8,0.75,1,1,0,1
245,"konservendose","Blumentopf",12,7,1,1,1,1,1,1
245,"konservendose","Trinkbecher",12,7,2,1,1,1,1,1
245,"konservendose","Schlagzeug",12,7,3,1.25,1,1,1,2
245,"konservendose","Schmuckschatulle",12,7,4,1,1,1,1,1
245,"konservendose","Spardose",12,7,5,1.25,1,2,1,1
245,"konservendose","Wurfgeschoß",12,7,6,1,1,1,1,1
245,"konservendose","Baustein",12,7,7,1,1,1,1,1
246,"konservendose","Dosenwerfen",12,7,1,1,1,1,1,1
246,"konservendose","Nahrungsmitteltransport",12,7,2,0.25,0,1,0,0
246,"konservendose","Bestandteil eines durch handwärme angetriebenen Stirlingmotor",12,7,3,2.25,2,2,3,2
246,"konservendose","Behälter für alte Batterien",12,7,4,0.5,1,1,0,0
247,"konservendose","kochen",12,7,1,0.75,1,1,1,0
247,"konservendose","ein maskottchen basteln",12,7,2,1.5,2,2,1,1
247,"konservendose","die scharfen kanten zum schneiden verwenden",12,7,3,1.5,2,1,2,1
247,"konservendose","schmuckaufbewahrung",12,7,4,1,1,1,1,1
247,"konservendose","aufbewahrung von lebensmitteln",12,7,5,0.25,0,1,0,0
247,"konservendose","aus dem material schmuck basteln",12,7,6,1.75,2,1,3,1
247,"konservendose","einschmelzen",12,7,7,0.75,1,1,1,0
247,"konservendose","um lärm zu produzieren",12,7,8,1,1,1,1,1
247,"konservendose","trommeln",12,7,9,1,1,1,1,1
247,"konservendose","wasserbehälter",12,7,10,1,1,1,1,1
248,"konservendose","Stifte hinein stellen",12,7,1,1,1,1,1,1
248,"konservendose","nahrung conservieren",12,7,2,0.25,0,1,0,0
248,"konservendose","Lärm machen",12,7,3,0.75,2,1,0,0
248,"konservendose","stapeln",12,7,4,0.5,1,1,0,0
248,"konservendose","kinderspielzeug mit vorher abgerundeten Ecken",12,7,5,1,1,1,1,1
248,"konservendose","Wurd spiele",12,7,6,1,1,1,1,1
248,"konservendose","Wurf",12,7,7,1,1,1,1,1
248,"konservendose","Aufbiegen und Panzer bauen",12,7,8,1.5,2,2,0,2
248,"konservendose","recycling",12,7,9,0.5,1,0,1,0
248,"konservendose","Kreise malen",12,7,10,1,1,1,1,1
248,"konservendose","Telefon basteln",12,7,11,1,1,1,1,1
248,"konservendose","Wurfgeschoss",12,7,12,1,1,1,1,1
248,"konservendose","Löcher rein _> lampe",12,7,13,1.75,3,1,1,2
249,"konservendose","trommel",12,7,1,1,1,1,1,1
249,"konservendose","wurfgeschoss",12,7,2,1,1,1,1,1
249,"konservendose","schuhabsätze",12,7,3,1.5,2,2,1,1
249,"konservendose","baumaterial",12,7,4,1,1,1,1,1
249,"konservendose","haus für kleine tiere",12,7,5,1.25,1,2,1,1
249,"konservendose","konfettibehälter",12,7,6,1.25,1,2,1,1
249,"konservendose","hut",12,7,7,1.25,2,1,1,1
249,"konservendose","schneidwerkzeug",12,7,8,1.25,1,1,2,1
249,"konservendose","nahrungsmittelaufbewahrung",12,7,9,0.25,0,1,0,0
