ID,prompt,response,itemID,rater1,rater2,rater3,rater4
1094,蛋清,肥料,1030,3,2,3,3
1094,蛋清,面膜,1030,3,2,2,2
1095,报纸,毛毯,1016,2,2,2,3
1095,报纸,时事,1016,1,1,3,1
1095,靴子,妈妈的爱,1017,4,0,0,1
1095,靴子,蚂蚁的城堡,1017,4,4,4,5
1095,易拉罐,雕刻为艺术品,1018,3,3,3,2
1095,易拉罐,人类的众多创造之一,1018,0,0,0,1
1095,玉米,农民勤劳的结晶,1019,0,0,1,0
1095,玉米,玉米粒可以作为珍珠串成一串,1019,2,2,4,3
1095,南瓜,可雕刻为人类的大脑，包含着众多脑区,1020,4,3,2,4
1095,南瓜,荣华富贵,1020,3,0,0,0
1095,耳机,美妙的声音,1021,1,1,1,0
1095,耳机,项链,1021,2,2,2,3
1095,喇叭,防身工具,1022,3,3,3,4
1095,喇叭,号召和鼓舞,1022,1,1,4,0
1095,领带,魅力,1023,1,1,3,0
1095,领带,弯成一朵花,1023,3,3,3,3
1095,扑克,人民币,1024,3,2,3,5
1095,扑克,娱乐,1024,1,1,2,1
1095,手套,裁剪为可爱的小衣服,1025,3,3,3,3
1095,手套,温暖,1025,2,1,1,0
1095,银行卡,财力的象征,1026,1,1,1,0
1095,银行卡,垫桌脚,1026,2,2,3,2
1095,袜子,贴心,1027,0,0,0,0
1095,袜子,小动物的被子,1027,2,3,2,4
1095,镊子,杀人的工具,1028,2,3,2,3
1095,镊子,身体生病了,1028,0,0,0,0
1095,卫生纸,草稿纸,1029,2,1,2,3
1095,卫生纸,干净,1029,0,1,2,0
1095,蛋清,丰富的营养,1030,3,1,2,0
1095,蛋清,洗面奶,1030,3,2,2,2
1096,报纸,擦玻璃,1016,2,1,2,2
1096,报纸,练书法,1016,2,3,3,3
1096,靴子,当花盆用,1017,2,3,3,2
1096,靴子,当球踢,1017,2,3,4,5
1096,易拉罐,里面点上蜡烛 烤肉,1018,3,4,3,4
1096,易拉罐,装饰品,1018,2,2,2,2
1096,玉米,爆米花,1019,2,1,2,1
1096,玉米,给小孩子当计数教具,1019,2,3,3,2
1096,南瓜,当容器,1020,1,2,3,3
1096,南瓜,做灯 装饰,1020,2,2,2,2
1096,耳机,潮流单品,1021,2,2,3,0
1096,耳机,跳绳,1021,2,2,2,2
1096,喇叭,漏斗,1022,2,2,2,2
1096,喇叭,装饰,1022,2,2,3,2
1096,领带,绷带,1023,2,2,2,2
1096,领带,腰带,1023,2,2,2,2
1096,扑克,当刮板,1024,3,2,3,2
1096,扑克,飞镖,1024,3,3,2,2
1096,手套,狗咬玩具,1025,2,3,3,4
1096,手套,装零碎物件,1025,2,2,2,2
1096,银行卡,当尺子,1026,2,2,2,2
1096,银行卡,当刮板,1026,2,2,2,1
1096,袜子,狗咬玩具,1027,2,3,2,4
1096,袜子,装圣诞礼物,1027,3,2,2,2
1096,镊子,拔毛,1028,2,1,1,1
1096,镊子,掏耳朵,1028,2,2,2,3
1096,卫生纸,当杯垫,1029,2,2,2,2
1096,卫生纸,折纸玩具,1029,2,2,2,2
1096,蛋清,敷脸,1030,3,2,2,2
1096,蛋清,胶水,1030,3,2,2,3
1097,报纸,棍子,1016,1,2,3,4
1097,报纸,梯子（重塑）,1016,4,4,2,1
1097,靴子,暗器,1017,4,3,4,5
1097,靴子,水壶,1017,2,2,3,3
1097,易拉罐,酒精灯,1018,3,3,3,4
1097,易拉罐,帽子,1018,2,2,3,4
1097,玉米,玉米地砖,1019,2,3,3,4
1097,玉米,子弹,1019,3,3,3,4
1097,南瓜,锅,1020,1,2,3,4
1097,南瓜,长发,1020,0,0,0,0
1097,耳机,上吊,1021,3,2,2,4
1097,耳机,腰带,1021,2,2,2,3
1097,喇叭,铠甲勇士,1022,3,3,3,0
1097,喇叭,漏斗,1022,2,2,2,2
1097,领带,头巾,1023,2,2,3,2
1097,领带,腰带,1023,2,2,2,2
1097,扑克,杀人,1024,3,3,3,2
1097,扑克,造房子,1024,3,3,3,3
1097,手套,抹布,1025,2,2,3,2
1097,手套,养虫子,1025,2,3,2,4
1097,银行卡,风铃,1026,3,3,3,4
1097,银行卡,切菜,1026,2,2,2,2
1097,袜子,过滤,1027,3,3,3,4
1097,袜子,头套,1027,2,2,2,3
1097,镊子,刮皮,1028,2,2,2,2
1097,镊子,杀人,1028,2,3,2,3
1097,卫生纸,床垫,1029,2,3,2,4
1097,卫生纸,过滤,1029,3,2,4,3
1097,蛋清,沐浴,1030,3,2,2,2
1097,蛋清,粘合剂,1030,3,2,3,3
1098,报纸,美化环境,1016,3,2,2,1
1098,报纸,衣服,1016,2,2,3,2
1098,靴子,表演工具,1017,3,2,3,2
1098,靴子,装饰物,1017,2,3,3,3
1098,易拉罐,道具,1018,3,1,3,1
1098,易拉罐,装饰物,1018,2,2,2,2
1098,玉米,发饰,1019,2,3,3,3
1098,玉米,手工作品,1019,3,2,3,2
1098,南瓜,菜装饰物,1020,2,1,2,2
1098,南瓜,帽子,1020,2,2,3,3
1098,耳机,玩具,1021,2,2,3,3
1098,耳机,装饰物,1021,2,2,3,3
1098,喇叭,音频信号,1022,1,1,1,0
1098,喇叭,装饰物,1022,2,2,3,2
1098,领带,锻炼工具,1023,3,3,3,4
1098,领带,绳子,1023,2,2,2,2
1098,扑克,代表,1024,3,0,4,0
1098,扑克,玩具,1024,2,2,3,2
1098,手套,小动物衣服,1025,2,3,3,3
1098,手套,装饰物,1025,2,2,3,2
1098,银行卡,开口器,1026,2,2,2,2
1098,银行卡,玩具,1026,2,2,3,3
1098,袜子,动物衣服,1027,2,3,2,4
1098,袜子,抹布,1027,2,2,2,2
1098,镊子,美容,1028,3,1,2,3
1098,镊子,玩具,1028,2,2,3,2
1098,卫生纸,保鲜,1029,3,2,2,2
1098,卫生纸,表演工具,1029,3,2,3,2
1098,蛋清,美容,1030,3,2,2,2
1098,蛋清,清洗衣物,1030,3,2,2,3
1099,报纸,地毯,1016,2,2,4,2
1099,报纸,墙纸,1016,2,2,3,2
1099,靴子,花盆,1017,2,2,3,2
1099,靴子,水壶,1017,2,2,3,2
1099,易拉罐,轮子,1018,2,2,3,4
1099,易拉罐,足球,1018,2,3,3,4
1099,玉米,面擀,1019,2,2,3,4
1099,玉米,项链,1019,2,2,4,2
1099,南瓜,哑铃,1020,2,3,4,4
1099,南瓜,枕头,1020,2,2,3,5
1099,耳机,绳子,1021,2,2,2,2
1099,耳机,项链,1021,2,2,2,3
1099,喇叭,靶子,1022,3,3,3,5
1099,喇叭,碗,1022,2,2,2,5
1099,领带,手环,1023,2,2,2,2
1099,领带,钟摆,1023,4,4,4,5
1099,扑克,飞镖,1024,3,2,2,2
1099,扑克,积木,1024,3,2,3,2
1099,手套,火把,1025,3,3,3,5
1099,手套,手帕,1025,2,2,3,3
1099,银行卡,明信片,1026,3,3,2,4
1099,银行卡,扑克,1026,2,2,2,3
1099,袜子,袋子,1027,2,2,2,2
1099,袜子,手套,1027,2,2,2,2
1099,镊子,钉子,1028,2,2,2,3
1099,镊子,夹子,1028,2,1,1,1
1099,卫生纸,绷带,1029,2,2,2,3
1099,卫生纸,抹布,1029,2,2,2,2
1099,蛋清,保湿水,1030,3,2,2,2
1099,蛋清,胶水,1030,3,2,3,3
1100,报纸,擦玻璃,1016,2,1,2,1
1100,报纸,窗帘,1016,2,3,1,3
1100,靴子,花盆,1017,2,2,3,2
1100,靴子,拖鞋外皮,1017,1,1,2,3
1100,易拉罐,笔筒,1018,2,2,2,2
1100,易拉罐,收纳盒,1018,2,2,2,2
1100,玉米,柴火,1019,2,1,3,2
1100,玉米,饲料,1019,2,1,2,2
1100,南瓜,面具,1020,2,2,3,3
1100,南瓜,饲料,1020,1,1,2,3
1100,耳机,电源线,1021,2,3,2,3
1100,耳机,裤腰带,1021,2,2,2,3
1100,喇叭,花盆,1022,2,2,2,3
1100,喇叭,架子,1022,2,2,3,4
1100,领带,裙子,1023,2,2,3,4
1100,领带,钥匙挂饰,1023,2,2,3,3
1100,扑克,书签,1024,3,2,2,4
1100,扑克,折储物盒子,1024,2,2,3,3
1100,手套,瓶子密封圈,1025,2,3,3,4
1100,手套,头发圈,1025,2,3,3,3
1100,银行卡,刮皮器,1026,2,2,2,2
1100,银行卡,手机支架,1026,2,2,3,3
1100,袜子,收纳袋,1027,2,2,2,2
1100,袜子,装樟脑丸,1027,2,2,2,4
1100,镊子,把手,1028,2,2,2,3
1100,镊子,针,1028,2,2,2,2
1100,卫生纸,柴火,1029,1,2,2,2
1100,卫生纸,裙子,1029,2,2,2,4
1100,蛋清,除味,1030,3,3,3,3
1100,蛋清,去污,1030,3,2,3,3
1101,报纸,被子,1016,2,2,3,3
1101,报纸,人民币,1016,1,1,4,1
1101,靴子,花盆,1017,2,2,3,2
1101,靴子,手套,1017,2,2,3,4
1101,易拉罐,笔筒,1018,2,2,2,2
1101,易拉罐,花瓶,1018,2,2,2,2
1101,玉米,风铃,1019,3,3,3,4
1101,玉米,指压板,1019,2,2,3,4
1101,南瓜,灯,1020,2,2,2,2
1101,南瓜,花盆,1020,2,2,3,4
1101,耳机,发带,1021,2,2,2,2
1101,耳机,腰带,1021,2,2,2,3
1101,喇叭,漏斗,1022,2,2,2,2
1101,喇叭,污染,1022,0,0,2,0
1101,领带,头绳,1023,2,2,2,2
1101,领带,腰带,1023,2,2,2,2
1101,扑克,扇子,1024,3,3,3,2
1101,扑克,书签,1024,3,2,2,4
1101,手套,袋子,1025,2,2,2,2
1101,手套,沙包,1025,2,2,3,4
1101,银行卡,飞镖,1026,3,3,2,2
1101,银行卡,书签,1026,2,2,2,2
1101,袜子,口罩,1027,2,2,2,3
1101,袜子,腕带,1027,2,2,2,3
1101,镊子,棍子,1028,2,2,2,3
1101,镊子,牙签,1028,2,2,2,2
1101,卫生纸,狗窝,1029,2,2,2,4
1101,卫生纸,假花,1029,3,2,2,3
1101,蛋清,化肥,1030,3,2,2,3
1101,蛋清,面膜,1030,3,2,2,2
1102,报纸,花瓶,1016,3,3,3,5
1102,报纸,密集恐惧症,1016,4,0,3,1
1102,靴子,军阀,1017,4,0,0,1
1102,靴子,装水,1017,2,2,3,2
1102,易拉罐,戒指,1018,4,2,4,4
1102,易拉罐,装饰物,1018,2,2,3,2
1102,玉米,李宇春,1019,3,0,0,1
1102,玉米,袭击工具,1019,2,3,3,3
1102,南瓜,马车,1020,2,2,3,3
1102,南瓜,万圣节,1020,3,2,2,0
1102,耳机,捆东西,1021,2,2,2,2
1102,耳机,听音乐,1021,1,1,1,0
1102,喇叭,传播方式,1022,1,1,2,0
1102,喇叭,噪音,1022,1,1,2,0
1102,领带,男生,1023,0,0,0,0
1102,领带,正式,1023,1,1,2,0
1102,扑克,赌博,1024,1,1,1,1
1102,扑克,冷漠脸,1024,4,0,0,0
1102,手套,保温,1025,2,1,1,1
1102,手套,作案工具,1025,2,2,3,3
1102,银行卡,霸道总裁,1026,1,1,1,0
1102,银行卡,付钱,1026,2,2,2,0
1102,袜子,臭味,1027,0,0,2,0
1102,袜子,圣诞老人,1027,4,2,2,0
1102,镊子,夹东西,1028,2,1,1,1
1102,镊子,家庭工具,1028,2,1,2,0
1102,卫生纸,花朵,1029,3,2,2,3
1102,卫生纸,上厕所,1029,1,1,1,1
1102,蛋清,搅拌,1030,0,2,2,0
1102,蛋清,做饭,1030,1,1,2,1
1103,报纸,窗帘,1016,2,1,3,4
1103,报纸,工艺品,1016,2,2,4,2
1103,靴子,笔筒,1017,2,2,3,2
1103,靴子,动物居所,1017,3,4,2,4
1103,易拉罐,漂流船,1018,2,3,4,4
1103,易拉罐,炸弹,1018,3,5,3,5
1103,玉米,新型燃料,1019,4,3,3,4
1103,玉米,子弹,1019,3,3,3,4
1103,南瓜,头套,1020,2,2,3,3
1103,南瓜,炸弹,1020,2,3,4,5
1103,耳机,窃听器,1021,3,2,3,4
1103,耳机,凶器,1021,3,3,2,4
1103,喇叭,漏斗,1022,2,2,2,2
1103,喇叭,声波枪,1022,4,4,3,5
1103,领带,变声器,1023,4,4,4,5
1103,领带,便携炸弹,1023,4,4,3,5
1103,扑克,飞镖,1024,3,2,2,2
1103,扑克,贴纸,1024,2,2,3,3
1103,手套,动物被子,1025,2,3,2,3
1103,手套,艺术品,1025,2,2,3,2
1103,银行卡,暗器,1026,3,3,2,2
1103,银行卡,身份卡,1026,2,2,1,4
1103,袜子,动物居所,1027,3,3,2,3
1103,袜子,培养皿,1027,3,3,4,4
1103,镊子,开锁器,1028,2,2,2,4
1103,镊子,杀人工具,1028,2,3,2,3
1103,卫生纸,衣服,1029,2,2,2,4
1103,卫生纸,造纸,1029,1,2,2,0
1103,蛋清,面膜,1030,3,2,2,2
1103,蛋清,润滑液,1030,3,2,2,4
1104,报纸,面具,1016,3,3,3,3
1104,报纸,衣服,1016,2,2,2,3
1104,靴子,帽冠,1017,2,3,3,3
1104,靴子,容器,1017,2,2,3,2
1104,易拉罐,刀片,1018,1,3,3,3
1104,易拉罐,风车,1018,3,3,3,5
1104,玉米,积木,1019,2,3,3,4
1104,玉米,武器,1019,2,3,2,4
1104,南瓜,雕刻,1020,2,2,1,2
1104,南瓜,轮子,1020,2,3,3,5
1104,耳机,配饰,1021,2,2,3,3
1104,耳机,绳子,1021,2,2,2,2
1104,喇叭,漏斗,1022,2,2,2,2
1104,喇叭,容器,1022,2,2,2,2
1104,领带,头带,1023,2,2,2,2
1104,领带,武器,1023,3,3,3,4
1104,扑克,飞镖,1024,3,2,3,2
1104,扑克,衣服,1024,2,2,3,5
1104,手套,被子,1025,2,2,3,3
1104,手套,模具,1025,2,2,2,3
1104,银行卡,盾牌,1026,3,3,2,5
1104,银行卡,墙纸,1026,2,2,3,4
1104,袜子,头套,1027,3,2,2,3
1104,袜子,武器,1027,3,3,3,3
1104,镊子,武器,1028,2,3,2,3
1104,镊子,圆规,1028,2,2,3,3
1104,卫生纸,编织线,1029,2,2,3,5
1104,卫生纸,记载文字,1029,2,1,2,3
1104,蛋清,胶水,1030,3,2,3,3
1104,蛋清,墨水,1030,3,2,3,4
1105,报纸,剪纸,1016,3,1,3,2
1105,报纸,垃圾袋,1016,2,2,2,4
1105,靴子,宠物窝,1017,2,3,3,4
1105,靴子,花盆,1017,2,2,3,2
1105,易拉罐,笔筒,1018,2,2,2,2
1105,易拉罐,花瓶,1018,2,2,2,2
1105,玉米,挂饰,1019,2,3,3,2
1105,玉米,首饰,1019,2,2,3,3
1105,南瓜,灯,1020,2,2,2,2
1105,南瓜,花盆,1020,2,2,3,3
1105,耳机,项链,1021,2,2,2,3
1105,耳机,鞋带,1021,2,2,2,2
1105,喇叭,漏斗,1022,2,2,2,2
1105,喇叭,音乐盒,1022,3,3,3,5
1105,领带,绳子,1023,2,2,2,2
1105,领带,腰带,1023,2,2,2,2
1105,扑克,盒子,1024,2,2,3,3
1105,扑克,衣服饰品,1024,2,2,3,3
1105,手套,塑料气球,1025,2,2,3,4
1105,手套,袜子,1025,2,2,2,2
1105,银行卡,杯垫,1026,2,2,2,3
1105,银行卡,手机壳,1026,2,2,2,4
1105,袜子,绳子,1027,2,2,2,3
1105,袜子,手机壳,1027,3,3,2,5
1105,镊子,吊坠,1028,3,2,3,4
1105,镊子,鞋跟,1028,2,2,3,5
1105,卫生纸,饮品速冷,1029,4,3,4,2
1105,卫生纸,纸花,1029,3,2,2,3
1105,蛋清,胶水,1030,3,2,2,3
1105,蛋清,修复皮鞋,1030,3,3,3,4
1106,报纸,抹布,1016,2,1,3,3
1106,报纸,裙子,1016,2,2,3,3
1106,靴子,手套,1017,2,2,3,4
1106,靴子,水杯,1017,2,2,3,3
1106,易拉罐,袖头,1018,3,3,0,1
1106,易拉罐,衣服,1018,2,3,3,4
1106,玉米,按摩棒,1019,2,2,3,4
1106,玉米,擀面杖,1019,2,2,3,3
1106,南瓜,锅,1020,2,2,3,4
1106,南瓜,帽子,1020,2,2,3,3
1106,耳机,耳环,1021,2,3,2,3
1106,耳机,耳塞,1021,1,1,2,2
1106,喇叭,沙漏,1022,3,3,3,5
1106,喇叭,唢呐,1022,2,2,1,3
1106,领带,绳子,1023,2,2,2,2
1106,领带,腰带,1023,2,2,2,2
1106,扑克,刀,1024,2,2,2,3
1106,扑克,扇子,1024,3,3,3,2
1106,手套,耳罩,1025,2,2,3,3
1106,手套,袜子,1025,2,2,2,2
1106,银行卡,项链,1026,2,2,3,4
1106,银行卡,胸针,1026,3,3,3,4
1106,袜子,抹布,1027,2,2,2,2
1106,袜子,手套,1027,2,2,2,2
1106,镊子,脱毛器,1028,3,1,1,2
1106,镊子,牙签,1028,2,2,2,2
1106,卫生纸,假发,1029,3,3,3,5
1106,卫生纸,衣服,1029,2,2,2,4
1106,蛋清,胶水,1030,3,2,3,3
1106,蛋清,颜料,1030,3,3,3,5
1107,报纸,毛巾,1016,2,1,2,3
1107,报纸,内衣,1016,2,2,2,4
1107,靴子,手套,1017,2,2,3,4
1107,靴子,水杯,1017,2,2,3,3
1107,易拉罐,啦啦球,1018,3,3,4,4
1107,易拉罐,绳子,1018,3,3,0,5
1107,玉米,擀面杖,1019,2,2,3,3
1107,玉米,卷发器,1019,2,3,3,4
1107,南瓜,盆,1020,2,2,3,3
1107,南瓜,碗,1020,2,2,3,4
1107,耳机,耳钉,1021,2,3,2,3
1107,耳机,耳塞,1021,2,1,2,2
1107,喇叭,杯子,1022,2,2,2,3
1107,喇叭,瓢,1022,2,2,2,3
1107,领带,绳子,1023,2,2,2,2
1107,领带,腰带,1023,2,2,2,2
1107,扑克,刮胡刀,1024,2,3,2,3
1107,扑克,卫生纸,1024,3,2,3,3
1107,手套,丝袜,1025,2,2,2,3
1107,手套,袜子,1025,2,2,2,2
1107,银行卡,项链,1026,2,2,3,4
1107,银行卡,胸针,1026,3,3,3,4
1107,袜子,帽子,1027,2,2,2,3
1107,袜子,手套,1027,2,2,2,2
1107,镊子,夹子,1028,2,1,1,1
1107,镊子,牙签,1028,2,2,2,2
1107,卫生纸,草稿纸,1029,1,1,2,3
1107,卫生纸,裙子,1029,2,2,2,4
1107,蛋清,发胶,1030,3,2,3,4
1107,蛋清,胶水,1030,3,2,3,3
1108,报纸,开水,1016,0,1,2,1
1108,报纸,油饼,1016,1,1,3,1
1108,靴子,花瓶,1017,2,2,3,2
1108,靴子,收纳盒,1017,2,2,3,3
1108,易拉罐,爆米花,1018,3,3,4,5
1108,易拉罐,花盆,1018,2,2,2,2
1108,玉米,蛋糕,1019,2,1,2,3
1108,玉米,子弹,1019,3,3,3,4
1108,南瓜,瓷碗,1020,2,2,3,4
1108,南瓜,房子,1020,2,3,4,5
1108,耳机,电线,1021,2,2,2,2
1108,耳机,绳子,1021,2,2,2,2
1108,喇叭,锤子,1022,2,2,3,4
1108,喇叭,假花,1022,2,2,3,4
1108,领带,绷带,1023,2,2,2,2
1108,领带,彩带,1023,2,2,2,2
1108,扑克,柴火,1024,1,1,2,2
1108,扑克,垫脚器,1024,3,2,4,4
1108,手套,抹布,1025,2,2,3,2
1108,手套,装饰花,1025,2,2,3,2
1108,银行卡,房子,1026,3,3,3,4
1108,银行卡,卡车,1026,4,4,4,1
1108,袜子,抹布,1027,2,2,2,2
1108,袜子,收纳袋,1027,2,2,2,2
1108,镊子,钉子,1028,2,2,2,2
1108,镊子,铁丝,1028,2,2,0,2
1108,卫生纸,花瓣,1029,3,2,3,3
1108,卫生纸,贴纸,1029,2,2,2,3
1108,蛋清,鼻贴,1030,3,2,2,2
1108,蛋清,蛋糕,1030,2,1,2,3
1109,报纸,包裹,1016,1,2,0,2
1109,报纸,折纸鹤,1016,2,1,3,1
1109,靴子,动画电影,1017,4,4,0,4
1109,靴子,塑造角色,1017,4,3,4,1
1109,易拉罐,卖钱,1018,1,1,2,1
1109,易拉罐,烟灰缸,1018,2,1,2,2
1109,玉米,玩具,1019,2,2,3,2
1109,玉米,项链,1019,2,3,4,3
1109,南瓜,碗,1020,2,2,3,4
1109,南瓜,装饰,1020,2,2,2,2
1109,耳机,隔音,1021,2,1,3,2
1109,耳机,装饰,1021,2,2,3,2
1109,喇叭,漏斗,1022,2,2,2,2
1109,喇叭,驱散动物,1022,3,3,3,2
1109,领带,捆绑,1023,2,2,2,2
1109,领带,跳舞,1023,3,3,3,3
1109,扑克,魔术,1024,3,1,3,2
1109,扑克,武器,1024,4,2,3,3
1109,手套,耍酷,1025,3,1,3,1
1109,手套,作弊,1025,4,0,0,0
1109,银行卡,裁纸,1026,2,2,2,2
1109,银行卡,尺子,1026,2,2,2,2
1109,袜子,藏钱,1027,2,2,2,3
1109,袜子,要礼物,1027,2,2,2,2
1109,镊子,夹鼻毛,1028,2,2,1,1
1109,镊子,取倒刺,1028,2,1,1,1
1109,卫生纸,打广告,1029,3,2,2,4
1109,卫生纸,赠品,1029,2,1,2,3
1109,蛋清,蛋糕,1030,2,1,2,3
1109,蛋清,鸡蛋羹,1030,1,1,2,1
1110,报纸,剪纸练习,1016,2,2,2,2
1110,报纸,折飞机,1016,1,1,3,1
1110,靴子,长伞桶,1017,3,3,3,5
1110,靴子,装饰品,1017,2,2,3,2
1110,易拉罐,花瓶,1018,2,2,2,2
1110,易拉罐,机器人,1018,5,4,3,4
1110,玉米,爆米花,1019,2,1,1,1
1110,玉米,做手工,1019,2,2,3,2
1110,南瓜,果雕,1020,3,2,2,2
1110,南瓜,万圣灯,1020,2,2,2,2
1110,耳机,绳子,1021,2,2,2,2
1110,耳机,装饰品,1021,2,2,2,2
1110,喇叭,放音乐,1022,2,2,1,1
1110,喇叭,驱赶动物,1022,3,3,3,2
1110,领带,包扎伤口,1023,2,2,2,3
1110,领带,做手工,1023,2,2,3,3
1110,扑克,变魔术,1024,4,1,2,1
1110,扑克,堆多米诺,1024,3,2,3,2
1110,手套,搭动物窝,1025,2,3,3,3
1110,手套,做手工,1025,2,2,3,2
1110,银行卡,打开快递,1026,2,2,2,2
1110,银行卡,钥匙扣,1026,3,3,2,3
1110,袜子,装饰品,1027,2,2,2,3
1110,袜子,做手工,1027,2,2,2,2
1110,镊子,小机器人,1028,4,4,4,3
1110,镊子,装饰品,1028,2,2,3,3
1110,卫生纸,画画,1029,3,2,2,3
1110,卫生纸,重造纸,1029,3,1,2,3
1110,蛋清,画画,1030,3,2,3,4
1110,蛋清,做吃的,1030,1,1,2,1
1111,小米,辟邪,1031,2,3,3,2
1111,小米,做到,1031,0,3,0,1
1111,耳机线,绑东西,1032,2,2,1,2
1111,耳机线,鞋带,1032,2,2,1,3
1111,鞋带,绑东西,1033,2,2,1,2
1111,鞋带,织毛衣,1033,3,3,2,3
1111,发簪,穿孔,1034,2,2,1,3
1111,发簪,挂东西,1034,2,2,1,2
1111,柳树,编柳帽,1035,2,2,2,3
1111,柳树,生火,1035,2,1,1,2
1111,生姜,按摩,1036,3,3,2,3
1111,生姜,治感冒,1036,1,2,2,3
1111,红酒,吃烧烤,1037,2,2,1,3
1111,红酒,解渴,1037,1,2,1,2
1111,白酒,清洗消毒,1038,1,2,2,3
1111,白酒,取暖,1038,2,2,2,3
1111,木头,生火,1039,1,1,1,3
1111,木头,做船,1039,2,2,1,3
1111,火柴,点红印,1040,1,2,2,3
1111,火柴,生火,1040,1,1,1,1
1111,纽扣,扣东西,1041,1,1,1,1
1111,纽扣,卖废铁,1041,1,2,2,3
1111,图钉,固定图纸,1042,1,1,1,3
1111,图钉,做装饰,1042,2,2,2,3
1111,吸管,喝水,1043,1,3,1,3
1111,吸管,吸粉末,1043,1,2,1,3
1111,牙膏,刷牙,1044,1,1,1,1
1111,牙膏,治牙疼,1044,1,2,2,3
1111,船桨,划水,1045,1,1,1,3
1111,船桨,做武器,1045,3,3,2,3
1112,小米,沙包,1031,2,2,1,3
1112,小米,枕头,1031,2,2,2,3
1112,耳机线,包装绳,1032,2,2,1,2
1112,耳机线,项链,1032,2,2,1,3
1112,鞋带,晾衣绳,1033,2,2,1,3
1112,鞋带,腰带,1033,2,2,1,3
1112,发簪,用来缠线,1034,2,3,2,4
1112,发簪,扎人,1034,2,2,1,2
1112,柳树,挂帘,1035,2,3,2,3
1112,柳树,花环,1035,2,2,2,2
1112,生姜,按摩,1036,3,3,2,3
1112,生姜,洗发水,1036,2,2,2,3
1112,红酒,去腥,1037,1,2,1,3
1112,红酒,洗脸,1037,2,2,2,3
1112,白酒,消毒,1038,1,2,2,3
1112,白酒,做菜,1038,1,2,1,3
1112,木头,烤火,1039,1,1,1,3
1112,木头,座椅,1039,1,1,1,3
1112,火柴,拼小人,1040,1,3,1,3
1112,火柴,数学题,1040,2,3,1,3
1112,纽扣,虚拟货币,1041,2,2,2,3
1112,纽扣,装饰,1041,2,2,2,3
1112,图钉,拆快递,1042,2,2,1,3
1112,图钉,装饰,1042,2,2,2,3
1112,吸管,画画,1043,2,3,2,2
1112,吸管,起连接作用,1043,2,3,2,2
1112,牙膏,刷鞋,1044,2,1,2,3
1112,牙膏,治烧伤,1044,2,2,2,3
1112,船桨,提东西,1045,1,2,2,3
1112,船桨,挖沙,1045,1,2,2,3
1113,小米,可做沙画的材料,1031,2,3,2,3
1113,小米,玩具枪的子弹,1031,3,3,2,3
1113,耳机线,电线,1032,2,3,1,4
1113,耳机线,绳子,1032,2,2,1,2
1113,鞋带,创意油画的素材,1033,3,3,2,4
1113,鞋带,晾衣绳,1033,2,2,1,3
1113,发簪,圣诞树小装饰,1034,2,2,2,3
1113,发簪,收纳耳机,1034,2,3,1,4
1113,柳树,叶脉书签,1035,2,3,2,3
1113,柳树,自制干花，花环,1035,2,2,2,3
1113,生姜,练习雕刻,1036,2,3,2,3
1113,生姜,泡脚,1036,1,2,2,3
1113,红酒,调鸡尾酒,1037,2,1,1,3
1113,红酒,装饰,1037,2,2,2,3
1113,白酒,取暖,1038,2,2,2,3
1113,白酒,消毒,1038,1,2,2,3
1113,木头,制纸,1039,1,2,1,4
1113,木头,做发簪,1039,2,3,1,3
1113,火柴,拼火柴人,1040,1,2,1,3
1113,火柴,做相框等装饰品,1040,2,3,2,3
1113,纽扣,装饰，拼字,1041,2,2,2,3
1113,纽扣,做手作小动物的眼睛,1041,2,2,2,3
1113,图钉,固定墙画,1042,1,1,1,3
1113,图钉,做挂钩,1042,1,1,1,3
1113,吸管,吹泡泡,1043,1,2,1,2
1113,吸管,引流,1043,1,2,3,4
1113,牙膏,清洗壁橱,1044,2,1,2,2
1113,牙膏,洗杯子,1044,2,1,2,3
1113,船桨,划船,1045,1,1,1,3
1113,船桨,拍照道具,1045,3,3,2,3
1114,小米,罚跪,1031,2,3,3,3
1114,小米,平衡车,1031,3,4,0,2
1114,耳机线,捆绑,1032,2,2,1,2
1114,耳机线,系头发,1032,2,2,1,2
1114,鞋带,拴蚊帐,1033,2,2,1,3
1114,鞋带,头绳,1033,2,2,1,3
1114,发簪,拆快递,1034,2,2,1,3
1114,发簪,自杀,1034,3,3,1,2
1114,柳树,打人,1035,2,1,2,3
1114,柳树,遮阳,1035,2,2,1,2
1114,生姜,驱寒,1036,1,2,5,3
1114,生姜,洗头发,1036,1,2,3,3
1114,红酒,养身,1037,1,2,2,3
1114,红酒,做奶茶,1037,2,2,1,3
1114,白酒,炒菜,1038,1,2,1,3
1114,白酒,点火,1038,2,2,2,3
1114,木头,救生筏,1039,2,2,1,3
1114,木头,生火,1039,1,1,1,3
1114,火柴,点烟,1040,1,1,1,1
1114,火柴,暖手,1040,1,1,1,3
1114,纽扣,手链,1041,2,2,2,3
1114,纽扣,掷骰子,1041,2,2,2,3
1114,图钉,钉书,1042,1,2,1,2
1114,图钉,钉桌子,1042,1,2,1,2
1114,吸管,编花,1043,2,3,2,3
1114,吸管,喝骨头汤,1043,1,3,1,3
1114,牙膏,刷鞋,1044,2,1,2,3
1114,牙膏,洗油渍,1044,2,1,2,3
1114,船桨,救生,1045,2,2,2,3
