"ID","prompt","response","rater1","rater2","rater3","rater4","set","itemID","item_english","openness","CAQ"
1072,"蛋清","药材",3,2,3,3,1,1030,NA,NA,NA
1072,"蛋清","面膜",3,2,2,2,1,1030,NA,NA,NA
1072,"袜子","头套",3,2,2,3,1,1027,NA,NA,NA
1072,"袜子","礼物袋",2,2,2,3,1,1027,NA,NA,NA
1072,"银行卡","卡贴",2,2,2,3,1,1026,NA,NA,NA
1072,"银行卡","绘图工具",2,2,2,2,1,1026,NA,NA,NA
1072,"镊子","打击乐器",4,3,3,4,1,1028,NA,NA,NA
1072,"镊子","拔毛夹",2,1,1,1,1,1028,NA,NA,NA
1072,"靴子","置物器",2,2,3,2,1,1017,NA,NA,NA
1072,"靴子","自慰器",3,3,5,5,1,1017,NA,NA,NA
1072,"领带","抹布",2,2,3,4,1,1023,NA,NA,NA
1072,"领带","束缚绳",2,2,2,2,1,1023,NA,NA,NA
1073,"南瓜","灯罩",2,2,2,2,1,1020,NA,NA,NA
1073,"南瓜","盆",1,2,3,3,1,1020,NA,NA,NA
1073,"卫生纸","草稿纸",1,1,2,3,1,1029,NA,NA,NA
1073,"卫生纸","装饰",2,2,3,2,1,1029,NA,NA,NA
1073,"喇叭","原始秤",2,2,4,4,1,1022,NA,NA,NA
1073,"喇叭","漏斗",2,2,2,2,1,1022,NA,NA,NA
1073,"手套","斜挎包",2,3,2,5,1,1025,NA,NA,NA
1073,"手套","隔热袋",2,2,3,4,1,1025,NA,NA,NA
1073,"扑克","书签",3,2,2,4,1,1024,NA,NA,NA
1073,"扑克","扇子",2,3,3,2,1,1024,NA,NA,NA
1073,"报纸","墙纸",2,2,3,2,1,1016,NA,NA,NA
1073,"报纸","收纳盒",3,1,2,2,1,1016,NA,NA,NA
1073,"易拉罐","花瓶",2,2,2,2,1,1018,NA,NA,NA
1073,"易拉罐","风铃",2,3,3,4,1,1018,NA,NA,NA
1073,"玉米","清洁工具",2,2,3,4,1,1019,NA,NA,NA
1073,"玉米","玉米棒做擀面棍",2,2,3,5,1,1019,NA,NA,NA
1073,"耳机","橡皮筋",2,2,2,2,1,1021,NA,NA,NA
1073,"耳机","绳子",2,2,2,2,1,1021,NA,NA,NA
1073,"蛋清","敷面膜",3,2,2,2,1,1030,NA,NA,NA
1073,"蛋清","润滑剂",3,2,2,4,1,1030,NA,NA,NA
1073,"袜子","收纳袋",2,2,2,2,1,1027,NA,NA,NA
1073,"袜子","杯套",2,2,2,4,1,1027,NA,NA,NA
1073,"银行卡","书签",2,2,2,2,1,1026,NA,NA,NA
1073,"银行卡","钥匙扣",2,2,3,3,1,1026,NA,NA,NA
1073,"镊子","书签",3,2,3,4,1,1028,NA,NA,NA
1073,"镊子","挂钩",3,2,2,4,1,1028,NA,NA,NA
1073,"靴子","猫窝",2,3,3,4,1,1017,NA,NA,NA
1073,"靴子","花盆",2,3,3,2,1,1017,NA,NA,NA
1073,"领带","头绳",2,2,2,2,1,1023,NA,NA,NA
1073,"领带","腰带",2,2,2,2,1,1023,NA,NA,NA
1074,"南瓜","帽子",1,2,3,3,1,1020,NA,NA,NA
1074,"南瓜","浮雕",3,2,2,2,1,1020,NA,NA,NA
1074,"卫生纸","插脚",1,1,2,0,1,1029,NA,NA,NA
1074,"卫生纸","遮光",2,2,2,3,1,1029,NA,NA,NA
1074,"喇叭","灯罩",2,2,3,3,1,1022,NA,NA,NA
1074,"喇叭","闹钟",2,2,2,2,1,1022,NA,NA,NA
1074,"手套","气球",2,3,3,4,1,1025,NA,NA,NA
1074,"手套","沙包",2,2,3,4,1,1025,NA,NA,NA
1074,"扑克","篮子",3,2,3,3,1,1024,NA,NA,NA
1074,"扑克","门帘",3,3,3,4,1,1024,NA,NA,NA
1074,"报纸","手工",2,2,2,1,1,1016,NA,NA,NA
1074,"报纸","衣服",2,2,3,3,1,1016,NA,NA,NA
1074,"易拉罐","喂食器",3,3,2,4,1,1018,NA,NA,NA
1074,"易拉罐","风铃",3,3,3,4,1,1018,NA,NA,NA
1074,"玉米","胶水",3,2,4,4,1,1019,NA,NA,NA
1074,"玉米","项链",2,2,4,3,1,1019,NA,NA,NA
1074,"耳机","导电线",2,2,2,3,1,1021,NA,NA,NA
1074,"耳机","绳子",2,2,2,2,1,1021,NA,NA,NA
1074,"蛋清","润滑剂",3,2,2,4,1,1030,NA,NA,NA
1074,"蛋清","身体乳",4,2,2,3,1,1030,NA,NA,NA
1074,"袜子","发套",2,2,2,3,1,1027,NA,NA,NA
1074,"袜子","手套",2,2,2,2,1,1027,NA,NA,NA
1074,"银行卡","尺子",2,2,2,2,1,1026,NA,NA,NA
1074,"银行卡","开门",2,2,2,4,1,1026,NA,NA,NA
1074,"镊子","夹头发",2,1,1,4,1,1028,NA,NA,NA
1074,"镊子","筷子",1,2,2,2,1,1028,NA,NA,NA
1074,"靴子","种花",2,3,3,2,1,1017,NA,NA,NA
1074,"靴子","笔筒",2,3,3,3,1,1017,NA,NA,NA
1074,"领带","头绳",2,2,2,2,1,1023,NA,NA,NA
1074,"领带","腰带",2,2,2,2,1,1023,NA,NA,NA
1075,"南瓜","南瓜灯",2,2,2,2,1,1020,NA,NA,NA
1075,"南瓜","面具",2,2,3,4,1,1020,NA,NA,NA
1075,"卫生纸","发夹",3,3,2,3,1,1029,NA,NA,NA
1075,"卫生纸","纸花",3,2,2,3,1,1029,NA,NA,NA
1075,"喇叭","花",2,2,3,3,1,1022,NA,NA,NA
1075,"喇叭","高跷",3,3,4,5,1,1022,NA,NA,NA
1075,"手套","拉花",3,3,3,5,1,1025,NA,NA,NA
1075,"手套","玩偶",2,3,3,4,1,1025,NA,NA,NA
1075,"扑克","积木",3,2,3,2,1,1024,NA,NA,NA
1075,"扑克","魔术",3,1,2,2,1,1024,NA,NA,NA
1075,"报纸","篮球",2,3,0,5,1,1016,NA,NA,NA
1075,"报纸","蝴蝶",3,2,4,1,1,1016,NA,NA,NA
1075,"易拉罐","调色盘",3,3,4,5,1,1018,NA,NA,NA
1075,"易拉罐","钥匙扣",2,3,3,5,1,1018,NA,NA,NA
1075,"玉米","枕头",2,3,4,5,1,1019,NA,NA,NA
1075,"玉米","话筒",4,2,3,2,1,1019,NA,NA,NA
1075,"耳机","线",2,2,2,2,1,1021,NA,NA,NA
1075,"耳机","装饰品",2,2,3,2,1,1021,NA,NA,NA
1075,"蛋清","洗脸",2,2,2,2,1,1030,NA,NA,NA
1075,"蛋清","浇花",3,2,2,3,1,1030,NA,NA,NA
1075,"袜子","灯笼",3,3,3,4,1,1027,NA,NA,NA
1075,"袜子","花",3,3,3,3,1,1027,NA,NA,NA
1075,"银行卡","杯垫",2,2,3,3,1,1026,NA,NA,NA
1075,"银行卡","飞镖",3,3,2,2,1,1026,NA,NA,NA
1075,"镊子","手杖",3,3,2,3,1,1028,NA,NA,NA
1075,"镊子","胸针",2,2,3,4,1,1028,NA,NA,NA
1075,"靴子","垃圾桶",2,2,3,4,1,1017,NA,NA,NA
1075,"靴子","玩具",2,2,3,3,1,1017,NA,NA,NA
1075,"领带","桌布",2,2,2,4,1,1023,NA,NA,NA
1075,"领带","花",2,2,3,3,1,1023,NA,NA,NA
1076,"南瓜","灯牌",2,2,2,4,1,1020,NA,NA,NA
1076,"南瓜","轮胎",3,2,4,5,1,1020,NA,NA,NA
1076,"卫生纸","报纸",3,2,2,3,1,1029,NA,NA,NA
1076,"卫生纸","栏杆",2,3,2,3,1,1029,NA,NA,NA
1076,"喇叭","扫把",3,3,3,4,1,1022,NA,NA,NA
1076,"喇叭","防盗门",0,0,4,4,1,1022,NA,NA,NA
1076,"手套","围巾",2,2,3,4,1,1025,NA,NA,NA
1076,"手套","抹布",2,2,3,2,1,1025,NA,NA,NA
1076,"扑克","人民币",3,2,3,5,1,1024,NA,NA,NA
1076,"扑克","卫生纸",3,2,3,3,1,1024,NA,NA,NA
1076,"报纸","板凳",2,2,3,2,1,1016,NA,NA,NA
1076,"报纸","茶杯",2,2,2,4,1,1016,NA,NA,NA
1076,"易拉罐","卫生纸",5,1,0,3,1,1018,NA,NA,NA
1076,"易拉罐","足球",2,3,3,4,1,1018,NA,NA,NA
1076,"玉米","房屋",3,3,3,5,1,1019,NA,NA,NA
1076,"玉米","汽车",4,2,3,3,1,1019,NA,NA,NA
1076,"耳机","围巾",2,2,3,4,1,1021,NA,NA,NA
1076,"耳机","棉被",2,0,0,0,1,1021,NA,NA,NA
1076,"蛋清","面膜",3,2,2,2,1,1030,NA,NA,NA
1076,"蛋清","饮用水",0,2,2,2,1,1030,NA,NA,NA
1076,"袜子","手套",2,2,2,2,1,1027,NA,NA,NA
1076,"袜子","面巾",2,2,2,3,1,1027,NA,NA,NA
1076,"银行卡","刀具",2,2,2,2,1,1026,NA,NA,NA
1076,"银行卡","尺子",2,2,2,2,1,1026,NA,NA,NA
1076,"镊子","筷子",1,2,2,2,1,1028,NA,NA,NA
1076,"镊子","针织",3,2,2,4,1,1028,NA,NA,NA
1076,"靴子","手机",4,0,0,1,1,1017,NA,NA,NA
1076,"靴子","手枪",4,2,0,1,1,1017,NA,NA,NA
1076,"领带","电线",3,3,2,3,1,1023,NA,NA,NA
1076,"领带","鞋带",2,2,2,2,1,1023,NA,NA,NA
1077,"南瓜","入药",2,1,4,4,1,1020,NA,NA,NA
1077,"南瓜","观赏",1,1,1,1,1,1020,NA,NA,NA
1077,"卫生纸","写字",3,1,2,2,1,1029,NA,NA,NA
1077,"卫生纸","包物",2,2,2,2,1,1029,NA,NA,NA
1077,"喇叭","上下课铃",1,1,1,3,1,1022,NA,NA,NA
1077,"喇叭","装饰",2,2,3,2,1,1022,NA,NA,NA
1077,"手套","做工艺品",2,2,3,2,1,1025,NA,NA,NA
1077,"手套","储物",2,2,2,2,1,1025,NA,NA,NA
1077,"扑克","变魔术",4,1,2,2,1,1024,NA,NA,NA
1077,"扑克","开门",3,2,4,4,1,1024,NA,NA,NA
1077,"报纸","包裹",1,3,3,2,1,1016,NA,NA,NA
1077,"报纸","垫子",2,3,3,2,1,1016,NA,NA,NA
1077,"易拉罐","种植",2,2,3,3,1,1018,NA,NA,NA
1077,"易拉罐","装饰",2,2,2,2,1,1018,NA,NA,NA
1077,"玉米","算子",2,3,2,3,1,1019,NA,NA,NA
1077,"玉米","装饰",2,2,3,2,1,1019,NA,NA,NA
1077,"耳机","界线",3,3,0,3,1,1021,NA,NA,NA
1077,"耳机","绳子",2,2,2,2,1,1021,NA,NA,NA
1077,"蛋清","入药",4,2,3,3,1,1030,NA,NA,NA
1077,"蛋清","美容",3,2,2,2,1,1030,NA,NA,NA
1077,"袜子","储物",2,2,2,2,1,1027,NA,NA,NA
1077,"袜子","护腕",2,2,2,3,1,1027,NA,NA,NA
1077,"银行卡","变魔术",2,2,2,3,1,1026,NA,NA,NA
1077,"银行卡","开门",2,2,2,3,1,1026,NA,NA,NA
1077,"镊子","修电脑",3,2,2,4,1,1028,NA,NA,NA
1077,"镊子","掏耳朵",2,2,2,3,1,1028,NA,NA,NA
1077,"靴子","储物",2,2,3,2,1,1017,NA,NA,NA
1077,"靴子","砝码",3,4,4,3,1,1017,NA,NA,NA
1077,"领带","绳子",2,2,2,2,1,1023,NA,NA,NA
1077,"领带","补丁",3,3,3,5,1,1023,NA,NA,NA
1078,"南瓜","南瓜灯",2,2,2,2,1,1020,NA,NA,NA
1078,"南瓜","雕刻",2,2,2,3,1,1020,NA,NA,NA
1078,"卫生纸","人偶",3,3,3,3,1,1029,NA,NA,NA
1078,"卫生纸","假花束",3,2,3,3,1,1029,NA,NA,NA
1078,"喇叭","做成台灯",2,2,3,3,1,1022,NA,NA,NA
1078,"喇叭","做成花篮",3,3,2,4,1,1022,NA,NA,NA
1078,"手套","做成笔筒",2,2,2,3,1,1025,NA,NA,NA
1078,"手套","mini服饰",2,3,3,3,1,1025,NA,NA,NA
1078,"扑克","模型",2,2,3,3,1,1024,NA,NA,NA
1078,"扑克","烟灰缸",2,2,3,4,1,1024,NA,NA,NA
1078,"报纸","做风筝",2,3,2,5,1,1016,NA,NA,NA
1078,"报纸","收纳盒",3,1,3,2,1,1016,NA,NA,NA
1078,"易拉罐","武装起来做烟灰缸",2,2,2,2,1,1018,NA,NA,NA
1078,"易拉罐","组装模型",2,3,3,4,1,1018,NA,NA,NA
1078,"玉米","粘贴画",3,2,3,3,1,1019,NA,NA,NA
1078,"玉米","雕刻",2,3,3,3,1,1019,NA,NA,NA
1078,"耳机","做成护耳",2,2,3,3,1,1021,NA,NA,NA
1078,"耳机","做成耳塞",1,1,3,2,1,1021,NA,NA,NA
1078,"蛋清","敷脸",3,2,2,2,1,1030,NA,NA,NA
1078,"蛋清","洗头",3,2,2,2,1,1030,NA,NA,NA
1078,"袜子","做成笔袋",3,2,2,3,1,1027,NA,NA,NA
1078,"袜子","发圈",2,2,2,3,1,1027,NA,NA,NA
1078,"银行卡","做成烟灰缸",2,2,3,3,1,1026,NA,NA,NA
1078,"银行卡","拼成模型",3,3,2,2,1,1026,NA,NA,NA
1078,"镊子","痒痒挠",2,2,2,3,1,1028,NA,NA,NA
1078,"镊子","筷子",1,2,2,2,1,1028,NA,NA,NA
1078,"靴子","做成花篮",2,3,3,3,1,1017,NA,NA,NA
1078,"靴子","笔筒",2,2,3,3,1,1017,NA,NA,NA
1078,"领带","假花束",3,3,3,4,1,1023,NA,NA,NA
1078,"领带","做成窗帘",3,3,3,5,1,1023,NA,NA,NA
1079,"南瓜","南瓜灯",2,2,2,2,1,1020,NA,NA,NA
1079,"南瓜","水盆",1,2,3,3,1,1020,NA,NA,NA
1079,"卫生纸","灯罩",3,2,3,3,1,1029,NA,NA,NA
1079,"卫生纸","鞋垫",2,2,2,3,1,1029,NA,NA,NA
1079,"喇叭","盛水器具",2,2,2,2,1,1022,NA,NA,NA
1079,"喇叭","花瓶",2,2,2,3,1,1022,NA,NA,NA
1079,"手套","抹布",2,2,3,2,1,1025,NA,NA,NA
1079,"手套","杯套",2,2,2,4,1,1025,NA,NA,NA
1079,"扑克","桌布",2,3,3,4,1,1024,NA,NA,NA
1079,"扑克","武器",4,3,3,4,1,1024,NA,NA,NA
1079,"报纸","抹布",1,2,3,1,1,1016,NA,NA,NA
1079,"报纸","衣服",2,2,4,3,1,1016,NA,NA,NA
1079,"易拉罐","水杯",2,2,2,1,1,1018,NA,NA,NA
1079,"易拉罐","花瓶",2,2,2,3,1,1018,NA,NA,NA
1079,"玉米","装饰品",2,2,3,2,1,1019,NA,NA,NA
1079,"玉米","项链耳环",2,3,4,3,1,1019,NA,NA,NA
1079,"耳机","头绳",2,2,2,2,1,1021,NA,NA,NA
1079,"耳机","手提袋绳",2,2,2,2,1,1021,NA,NA,NA
1079,"蛋清","做饭",1,2,2,1,1,1030,NA,NA,NA
1079,"蛋清","洗脸",2,2,2,2,1,1030,NA,NA,NA
1079,"袜子","卡套",2,3,2,4,1,1027,NA,NA,NA
1079,"袜子","口袋",2,2,2,3,1,1027,NA,NA,NA
1079,"银行卡","修面",0,0,2,3,1,1026,NA,NA,NA
1079,"银行卡","装饰品",2,2,3,3,1,1026,NA,NA,NA
1079,"镊子","牙签",2,2,2,3,1,1028,NA,NA,NA
1079,"镊子","耳勺",2,2,2,3,1,1028,NA,NA,NA
1079,"靴子","扫把杆",3,3,3,1,1,1017,NA,NA,NA
1079,"靴子","裤腿",1,4,3,1,1,1017,NA,NA,NA
1079,"领带","发带",2,2,2,2,1,1023,NA,NA,NA
1079,"领带","腰带",2,2,2,2,1,1023,NA,NA,NA
1080,"南瓜","团辅教具",2,3,3,2,1,1020,NA,NA,NA
1080,"南瓜","运动器材",2,3,3,5,1,1020,NA,NA,NA
1080,"卫生纸","帘子",3,2,2,4,1,1029,NA,NA,NA
1080,"卫生纸","衣服",2,2,2,4,1,1029,NA,NA,NA
1080,"喇叭","清洁",2,2,0,0,1,1022,NA,NA,NA
1080,"喇叭","立体环绕式音箱",1,1,1,3,1,1022,NA,NA,NA
1080,"手套","做玩具",2,2,3,3,1,1025,NA,NA,NA
1080,"手套","装液体或固体",2,2,2,2,1,1025,NA,NA,NA
1080,"扑克","扇子",3,3,3,2,1,1024,NA,NA,NA
1080,"扑克","构造建筑装饰",3,3,3,3,1,1024,NA,NA,NA
1080,"报纸","包",3,3,2,2,1,1016,NA,NA,NA
1080,"报纸","帽子",2,1,4,1,1,1016,NA,NA,NA
1080,"易拉罐","乐器",2,4,3,5,1,1018,NA,NA,NA
1080,"易拉罐","改造装饰",2,2,3,2,1,1018,NA,NA,NA
1080,"玉米","改装滑板",3,3,3,5,1,1019,NA,NA,NA
1080,"玉米","沙发",4,3,3,4,1,1019,NA,NA,NA
1080,"耳机","上吊",3,2,2,3,1,1021,NA,NA,NA
1080,"耳机","窃取数据",3,3,3,4,1,1021,NA,NA,NA
1080,"蛋清","护肤",3,2,2,2,1,1030,NA,NA,NA
1080,"蛋清","粘合剂",3,2,3,3,1,1030,NA,NA,NA
1080,"袜子","背带",2,2,2,4,1,1027,NA,NA,NA
1080,"袜子","袖子手套",2,2,2,3,1,1027,NA,NA,NA
1080,"银行卡","切菜",2,2,2,2,1,1026,NA,NA,NA
1080,"银行卡","撬锁",2,2,2,3,1,1026,NA,NA,NA
1080,"镊子","发卡",3,2,2,3,1,1028,NA,NA,NA
1080,"镊子","裤夹",2,2,2,1,1,1028,NA,NA,NA
1080,"靴子","储藏",2,2,2,2,1,1017,NA,NA,NA
1080,"靴子","爬行装备",1,2,3,5,1,1017,NA,NA,NA
1080,"领带","包装",2,2,3,2,1,1023,NA,NA,NA
1080,"领带","秋千",3,3,2,5,1,1023,NA,NA,NA
1081,"南瓜","化妆品",3,3,3,4,1,1020,NA,NA,NA
1081,"南瓜","南瓜饼",1,1,1,2,1,1020,NA,NA,NA
1081,"卫生纸","培养植物的土壤",3,2,3,4,1,1029,NA,NA,NA
1081,"卫生纸","折纸花",3,2,2,3,1,1029,NA,NA,NA
1081,"喇叭","传播声音",1,1,1,1,1,1022,NA,NA,NA
1081,"喇叭","信号塔",3,3,3,5,1,1022,NA,NA,NA
1081,"手套","抹布",2,2,3,2,1,1025,NA,NA,NA
1081,"手套","模具",2,2,3,3,1,1025,NA,NA,NA
1081,"扑克","切割",2,2,2,2,1,1024,NA,NA,NA
1081,"扑克","搭桥，建筑材料",3,3,3,3,1,1024,NA,NA,NA
1081,"报纸","回收重造纸张",3,1,3,1,1,1016,NA,NA,NA
1081,"报纸","装水",2,1,2,2,1,1016,NA,NA,NA
1081,"易拉罐","做成杯子",2,2,2,2,1,1018,NA,NA,NA
1081,"易拉罐","简易的传话筒",3,3,4,3,1,1018,NA,NA,NA
1081,"玉米","爆米花",2,1,2,1,1,1019,NA,NA,NA
1081,"玉米","肥料",3,1,3,2,1,1019,NA,NA,NA
1081,"耳机","扩音器",1,1,3,3,1,1021,NA,NA,NA
1081,"耳机","线",2,2,2,2,1,1021,NA,NA,NA
1081,"蛋清","培养微生物的养料",3,3,3,4,1,1030,NA,NA,NA
1081,"蛋清","面膜，化妆品原料",3,2,2,2,1,1030,NA,NA,NA
1081,"袜子","洋娃娃的衣服",2,3,2,4,1,1027,NA,NA,NA
1081,"袜子","渔网",3,2,3,4,1,1027,NA,NA,NA
1081,"银行卡","交易",1,1,1,0,1,1026,NA,NA,NA
1081,"银行卡","开锁",2,2,2,3,1,1026,NA,NA,NA
1081,"镊子","夹取物品",1,1,1,1,1,1028,NA,NA,NA
1081,"镊子","称，度量衡",3,3,3,2,1,1028,NA,NA,NA
1081,"靴子","穿衣搭配",1,1,3,1,1,1017,NA,NA,NA
1081,"靴子","花盆",2,3,3,2,1,1017,NA,NA,NA
1081,"领带","系东西",2,2,2,2,1,1023,NA,NA,NA
1081,"领带","绷带",2,2,2,2,1,1023,NA,NA,NA
1082,"南瓜","南瓜灯",2,2,2,2,1,1020,NA,NA,NA
1082,"南瓜","颜料",3,3,3,4,1,1020,NA,NA,NA
1082,"卫生纸","做饰品",2,2,2,2,1,1029,NA,NA,NA
1082,"卫生纸","写字",2,2,2,3,1,1029,NA,NA,NA
1082,"喇叭","乐器",1,1,2,3,1,1022,NA,NA,NA
1082,"喇叭","扩音器",1,1,2,1,1,1022,NA,NA,NA
1082,"手套","做布偶",2,3,3,4,1,1025,NA,NA,NA
1082,"手套","装东西",2,2,2,2,1,1025,NA,NA,NA
1082,"扑克","清理缝隙",2,2,2,3,1,1024,NA,NA,NA
1082,"扑克","装饰",2,2,3,2,1,1024,NA,NA,NA
1082,"报纸","擦玻璃",2,1,3,1,1,1016,NA,NA,NA
1082,"报纸","游戏道具",2,3,2,1,1,1016,NA,NA,NA
1082,"易拉罐","笔筒",2,2,2,2,1,1018,NA,NA,NA
1082,"易拉罐","装饰物",2,2,2,2,1,1018,NA,NA,NA
1082,"玉米","作画",3,3,3,2,1,1019,NA,NA,NA
1082,"玉米","数数",2,2,3,3,1,1019,NA,NA,NA
1082,"耳机","尺子",3,3,2,5,1,1021,NA,NA,NA
1082,"耳机","系东西",2,2,2,2,1,1021,NA,NA,NA
1082,"蛋清","粘合剂",3,2,3,3,1,1030,NA,NA,NA
1082,"蛋清","糊墙",3,2,3,4,1,1030,NA,NA,NA
1082,"袜子","做沙包",2,3,2,3,1,1027,NA,NA,NA
1082,"袜子","做玩偶",2,3,2,4,1,1027,NA,NA,NA
1082,"银行卡","尺子",2,2,2,2,1,1026,NA,NA,NA
1082,"银行卡","裁纸",2,2,2,2,1,1026,NA,NA,NA
1082,"镊子","夹东西",2,1,1,1,1,1028,NA,NA,NA
1082,"镊子","当圆规",3,2,3,3,1,1028,NA,NA,NA
1082,"靴子","容器",2,2,3,2,1,1017,NA,NA,NA
1082,"靴子","模具",2,2,3,4,1,1017,NA,NA,NA
1082,"领带","做成花",3,3,3,4,1,1023,NA,NA,NA
1082,"领带","捆东西",2,2,2,2,1,1023,NA,NA,NA
1083,"南瓜","南瓜灯",2,2,2,2,1,1020,NA,NA,NA
1083,"南瓜","小船",2,3,3,4,1,1020,NA,NA,NA
1083,"卫生纸","作画",3,2,2,3,1,1029,NA,NA,NA
1083,"卫生纸","衣服",3,2,2,4,1,1029,NA,NA,NA
1083,"喇叭","阶梯",4,4,3,3,1,1022,NA,NA,NA
1083,"喇叭","高跷",3,3,3,4,1,1022,NA,NA,NA
1083,"手套","气球",2,3,3,4,1,1025,NA,NA,NA
1083,"手套","裱花袋",2,3,3,5,1,1025,NA,NA,NA
1083,"扑克","便利贴",2,2,3,4,1,1024,NA,NA,NA
1083,"扑克","盒子",2,2,3,3,1,1024,NA,NA,NA
1083,"报纸","帽子",2,1,3,1,1,1016,NA,NA,NA
1083,"报纸","衣服",2,2,2,3,1,1016,NA,NA,NA
1083,"易拉罐","乐器沙锤",4,4,3,4,1,1018,NA,NA,NA
1083,"易拉罐","挂灯",2,3,3,3,1,1018,NA,NA,NA
1083,"玉米","插花瓶",2,3,3,2,1,1019,NA,NA,NA
1083,"玉米","贴画",3,2,3,3,1,1019,NA,NA,NA
1083,"耳机","发绳",2,2,2,2,1,1021,NA,NA,NA
1083,"耳机","手链",2,2,2,3,1,1021,NA,NA,NA
1083,"蛋清","润滑剂",3,2,2,4,1,1030,NA,NA,NA
1083,"蛋清","美容",3,2,2,2,1,1030,NA,NA,NA
1083,"袜子","口袋",2,2,2,3,1,1027,NA,NA,NA
1083,"袜子","炸弹",4,3,3,4,1,1027,NA,NA,NA
1083,"银行卡","扇子",3,3,2,2,1,1026,NA,NA,NA
1083,"银行卡","鞋跟",2,2,4,4,1,1026,NA,NA,NA
1083,"镊子","拔鱼刺",2,1,1,2,1,1028,NA,NA,NA
1083,"镊子","雕刻",3,2,3,3,1,1028,NA,NA,NA
1083,"靴子","猫窝",2,3,3,4,1,1017,NA,NA,NA
1083,"靴子","花盆",2,3,3,2,1,1017,NA,NA,NA
1083,"领带","腰带",2,2,2,2,1,1023,NA,NA,NA
1083,"领带","门帘",3,3,3,5,1,1023,NA,NA,NA
1084,"南瓜","灯",2,2,2,2,1,1020,NA,NA,NA
1084,"南瓜","碗",1,2,3,3,1,1020,NA,NA,NA
1084,"卫生纸","玩具",2,2,3,2,1,1029,NA,NA,NA
1084,"卫生纸","连环画",3,3,2,4,1,1029,NA,NA,NA
1084,"喇叭","压舱物",1,1,3,4,1,1022,NA,NA,NA
1084,"喇叭","支架",2,2,3,5,1,1022,NA,NA,NA
1084,"手套","抹布",2,2,3,2,1,1025,NA,NA,NA
1084,"手套","气球",2,2,3,4,1,1025,NA,NA,NA
1084,"扑克","名片",2,2,3,4,1,1024,NA,NA,NA
1084,"扑克","尺子",2,2,3,4,1,1024,NA,NA,NA
1084,"报纸","拍子",1,3,2,1,1,1016,NA,NA,NA
1084,"报纸","火引",1,1,3,1,1,1016,NA,NA,NA
1084,"易拉罐","保龄球",2,3,3,5,1,1018,NA,NA,NA
1084,"易拉罐","靶子",2,3,3,4,1,1018,NA,NA,NA
1084,"玉米","滚木",2,2,3,4,1,1019,NA,NA,NA
1084,"玉米","轴承",3,3,3,5,1,1019,NA,NA,NA
1084,"耳机","绳子",2,2,2,2,1,1021,NA,NA,NA
1084,"耳机","钩子",2,3,2,4,1,1021,NA,NA,NA
1084,"蛋清","护肤品",3,2,2,2,1,1030,NA,NA,NA
1084,"蛋清","胶水",2,2,2,3,1,1030,NA,NA,NA
1084,"袜子","手套",2,2,2,2,1,1027,NA,NA,NA
1084,"袜子","抹布",2,2,2,2,1,1027,NA,NA,NA
1084,"银行卡","尺子",2,2,2,2,1,1026,NA,NA,NA
1084,"银行卡","钥匙",2,2,4,4,1,1026,NA,NA,NA
1084,"镊子","圆规",3,2,3,3,1,1028,NA,NA,NA
1084,"镊子","小刀",2,2,3,2,1,1028,NA,NA,NA
1084,"靴子","水壶",2,3,3,3,1,1017,NA,NA,NA
1084,"靴子","锤子",3,3,4,5,1,1017,NA,NA,NA
1084,"领带","绳子",2,2,2,2,1,1023,NA,NA,NA
1084,"领带","绷带",2,2,2,2,1,1023,NA,NA,NA
1085,"南瓜","做帽子",2,2,3,3,1,1020,NA,NA,NA
1085,"南瓜","做板凳",1,2,3,4,1,1020,NA,NA,NA
1085,"卫生纸","做晕染",3,2,2,3,1,1029,NA,NA,NA
1085,"卫生纸","服装模型",3,2,2,4,1,1029,NA,NA,NA
1085,"喇叭","圆形模具",2,2,3,4,1,1022,NA,NA,NA
1085,"喇叭","盛水",2,2,2,2,1,1022,NA,NA,NA
1085,"手套","取水",2,2,2,3,1,1025,NA,NA,NA
1085,"手套","塑胶气囊",3,3,3,4,1,1025,NA,NA,NA
1085,"扑克","做风铃",3,3,3,4,1,1024,NA,NA,NA
1085,"扑克","造型贴纸",3,3,3,3,1,1024,NA,NA,NA
1085,"报纸","做衣服",2,2,2,2,1,1016,NA,NA,NA
1085,"报纸","折花",3,2,3,1,1,1016,NA,NA,NA
1085,"易拉罐","艾灸罐",2,3,4,4,1,1018,NA,NA,NA
1085,"易拉罐","闷饭",3,3,3,4,1,1018,NA,NA,NA
1085,"玉米","做手链",2,3,4,3,1,1019,NA,NA,NA
1085,"玉米","子弹",3,3,3,4,1,1019,NA,NA,NA
1085,"耳机","按摩腿",3,3,4,4,1,1021,NA,NA,NA
1085,"耳机","绑东西",2,2,2,2,1,1021,NA,NA,NA
1085,"蛋清","做模具",3,2,3,3,1,1030,NA,NA,NA
1085,"蛋清","润滑剂",3,2,2,4,1,1030,NA,NA,NA
1085,"袜子","头套",2,2,2,3,1,1027,NA,NA,NA
1085,"袜子","扎头发",2,2,2,3,1,1027,NA,NA,NA
1085,"银行卡","切蛋糕",2,2,2,3,1,1026,NA,NA,NA
1085,"银行卡","当飞镖",3,3,2,2,1,1026,NA,NA,NA
1085,"镊子","作编织针",3,2,3,4,1,1028,NA,NA,NA
